ID;Kontinent;Land;Region;Gattung;Unterkategorie;Fachlicher_Name;Gebraeuchlicher_Name_DE;Synonyme;Nutzung_Stichworte;Wirkung_Stichworte;Merkmale_Kurz;Besonderes;Band_Kapitel_Referenz;Bild_Platzhalter;QR_Platzhalter;Quelle_URL_oder_Kuerzel
B27-020048;Ozeanien;Papua-Neuguinea;;Gewürz;Samen;Myristica fragrans;Muskatnuss;Muskat;"Fisch;Fleisch";mild;harzig;AOP;;illu-b27-B27-020048;qr-b27-B27-020048;
B27-020049;Südamerika;Ecuador;;Blätter;Blätter;Crocus sativus;Safran;Saffran;"Sauce;Marinade";verdauungsfördernd;süsslich;historisch;;illu-b27-B27-020049;qr-b27-B27-020049;
B27-020050;Europa;Ungarn;;Wurzel;Rhizome;Theobroma cacao;Kakao;Cocoa;"Medizin;Heilung";edel;harzig;AOP;;illu-b27-B27-020050;qr-b27-B27-020050;
B27-020051;Asien;Japan;;Getränk;Kaffee;Myristica fragrans;Muskatnuss;Muskat;"Fisch;Fleisch";wärmend;rauchig;AOP;;illu-b27-B27-020051;qr-b27-B27-020051;
B27-020052;Südamerika;Peru;;Wurzel;Rhizome;Allium cepa;Zwiebel;Onion;"Sauce;Marinade";beruhigend;rauchig;reguliert;;illu-b27-B27-020052;qr-b27-B27-020052;
B27-020053;Nordamerika;Jamaika;;Tee;Grüntee;Foeniculum vulgare;Fenchel;Finocchio;"Fisch;Fleisch";edel;erdig;selten;;illu-b27-B27-020053;qr-b27-B27-020053;
B27-020054;Nordamerika;Kuba;;Tee;Schwarztee;Myristica fragrans;Muskatnuss;Muskat;"Currys;Mischung";anregend;holzartig;DOP;;illu-b27-B27-020054;qr-b27-B27-020054;
B27-020055;Europa;Deutschland;;Getränk;Tee;Vanilla planifolia;Vanille;Bourbon;"Würzen;Einlegen";verdauungsfördernd;blumig;fermentiert;;illu-b27-B27-020055;qr-b27-B27-020055;
B27-020056;Ozeanien;Neuseeland;;Salz;Steinsalz;Syzygium aromaticum;Nelke;Gewürznelke;"Würzen;Einlegen";schärfe;nussig;kultisch;;illu-b27-B27-020056;qr-b27-B27-020056;
B27-020057;Ozeanien;Australien;;Tee;Grüntee;Crocus sativus;Safran;Saffran;"Suppen;Eintopf";anregend;zitronig;hochwertig;;illu-b27-B27-020057;qr-b27-B27-020057;
B27-020058;Asien;Kambodscha;;Tee;Grüntee;Myristica fragrans;Muskatnuss;Muskat;"Tee;Getränk";schärfe;zitronig;Basis für Mischungen;;illu-b27-B27-020058;qr-b27-B27-020058;
B27-020059;Nordamerika;Kanada;;Mineral;Würze;Mentha spicata;Minze;Spearmint;Aromatherapie;appetitanregend;holzartig;historisch;;illu-b27-B27-020059;qr-b27-B27-020059;
B27-020060;Nordamerika;Guatemala;;Tee;Grüntee;Salvia rosmarinus;Rosmarin;Rosmarinus;"Würzen;Einlegen";aromatisch;herb;DOP;;illu-b27-B27-020060;qr-b27-B27-020060;
B27-020061;Südamerika;Chile;;Blätter;Blätter;Zingiber officinale;Ingwer;Ginger;"Medizin;Heilung";kühl;zitronig;fermentiert;;illu-b27-B27-020061;qr-b27-B27-020061;
B27-020062;Asien;Iran;;Heilpflanze;Präparat;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Suppen;Eintopf";verdauungsfördernd;erdig;historisch;;illu-b27-B27-020062;qr-b27-B27-020062;
B27-020063;Afrika;Äthiopien;;Salz;Meersalz;Armoracia rusticana;Meerrettich;Kren;"Tee;Getränk";schärfe;herb;hochwertig;;illu-b27-B27-020063;qr-b27-B27-020063;
B27-020064;Afrika;Tansania;;Getränk;Kakao;Curcuma longa;Kurkuma;Gelbwurz;"Backen;Dessert";aromatisch;süsslich;Basis für Mischungen;;illu-b27-B27-020064;qr-b27-B27-020064;
B27-020065;Nordamerika;Mexiko;;Samen;Samen;Curcuma longa;Kurkuma;Gelbwurz;"Fisch;Fleisch";verdauungsfördernd;erdig;Basis für Mischungen;;illu-b27-B27-020065;qr-b27-B27-020065;
B27-020066;Ozeanien;Papua-Neuguinea;;Frucht;Früchte;Mentha spicata;Minze;Spearmint;"Snack;Süssspeisen";schärfe;süsslich;AOP;;illu-b27-B27-020066;qr-b27-B27-020066;
B27-020067;Südamerika;Kolumbien;;Wurzel;Rhizome;Piper nigrum;Pfeffer;Tellicherry;"Tee;Getränk";beruhigend;süsslich;fermentiert;;illu-b27-B27-020067;qr-b27-B27-020067;
B27-020068;Südamerika;Ecuador;;Getränk;Kaffee;Coffea arabica;Kaffee;Arabica;"Würzen;Einlegen";wärmend;holzartig;historisch;;illu-b27-B27-020068;qr-b27-B27-020068;
B27-020069;Ozeanien;Papua-Neuguinea;;Gewürz;Samen;Thymus vulgaris;Thymian;Thym;"Würzen;Einlegen";aromatisch;rauchig;reguliert;;illu-b27-B27-020069;qr-b27-B27-020069;
B27-020070;Ozeanien;Neuseeland;;Mineral;Würze;Piper nigrum;Pfeffer;Tellicherry;"Snack;Süssspeisen";beruhigend;süsslich;historisch;;illu-b27-B27-020070;qr-b27-B27-020070;
B27-020071;Nordamerika;Mexiko;;Mineral;Würze;Mentha x piperita;Pfefferminze;;"Finish;Tafel";schärfe;harzig;hochwertig;;illu-b27-B27-020071;qr-b27-B27-020071;
B27-020072;Asien;Japan;;Salz;Meersalz;Mentha spicata;Minze;Spearmint;"Currys;Mischung";appetitanregend;blumig;hochwertig;;illu-b27-B27-020072;qr-b27-B27-020072;
B27-020073;Südamerika;Peru;;Blätter;Blätter;Commiphora myrrha;Myrrhe;;"Sauce;Marinade";anregend;rauchig;DOP;;illu-b27-B27-020073;qr-b27-B27-020073;
B27-020074;Asien;Sri Lanka;;Tee;Oolong;Wasabia japonica;Wasabi;;Aromatherapie;schärfe;blumig;reguliert;;illu-b27-B27-020074;qr-b27-B27-020074;
B27-020075;Ozeanien;Fidschi;;Gewürz;Schoten;Theobroma cacao;Kakao;Cocoa;"Sauce;Marinade";edel;herb;kultisch;;illu-b27-B27-020075;qr-b27-B27-020075;
B27-020076;Ozeanien;Australien;;Essenz;Aromatisch;Vanilla planifolia;Vanille;Bourbon;"Medizin;Heilung";kühl;fruchtig;historisch;;illu-b27-B27-020076;qr-b27-B27-020076;
B27-020077;Asien;Kambodscha;;Tee;Schwarztee;Mentha spicata;Minze;Spearmint;"Backen;Dessert";mild;fruchtig;historisch;;illu-b27-B27-020077;qr-b27-B27-020077;
B27-020078;Afrika;Äthiopien;;Frucht;Früchte;Capsicum chinense;Habanero;;"Medizin;Heilung";aromatisch;harzig;kultisch;;illu-b27-B27-020078;qr-b27-B27-020078;
B27-020079;Afrika;Äthiopien;;Blätter;Blätter;Wasabia japonica;Wasabi;;"Snack;Süssspeisen";kühl;nussig;AOP;;illu-b27-B27-020079;qr-b27-B27-020079;
B27-020080;Afrika;Marokko;;Tee;Schwarztee;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Würzen;Einlegen";aromatisch;harzig;selten;;illu-b27-B27-020080;qr-b27-B27-020080;
B27-020081;Nordamerika;Guatemala;;Wurzel;Rhizome;Armoracia rusticana;Meerrettich;Kren;"Sauce;Marinade";anregend;nussig;hochwertig;;illu-b27-B27-020081;qr-b27-B27-020081;
B27-020082;Europa;Frankreich;;Getränk;Tee;Commiphora myrrha;Myrrhe;;"Backen;Dessert";mild;süsslich;regional variabel;;illu-b27-B27-020082;qr-b27-B27-020082;
B27-020083;Nordamerika;USA;;Gewürz;Schoten;Laurus nobilis;Lorbeer;Bay Leaf;"Fisch;Fleisch";schärfe;herb;historisch;;illu-b27-B27-020083;qr-b27-B27-020083;
B27-020084;Europa;Spanien;;Salz;Steinsalz;Crocus sativus;Safran;Saffran;"Backen;Dessert";beruhigend;süsslich;reguliert;;illu-b27-B27-020084;qr-b27-B27-020084;
B27-020085;Ozeanien;Australien;;Getränk;Tee;Syzygium aromaticum;Nelke;Gewürznelke;"Snack;Süssspeisen";appetitanregend;holzartig;regional variabel;;illu-b27-B27-020085;qr-b27-B27-020085;
B27-020086;Ozeanien;Fidschi;;Gewürz;Beerengewürz;Allium sativum;Knoblauch;Garlic;"Currys;Mischung";aromatisch;nussig;selten;;illu-b27-B27-020086;qr-b27-B27-020086;
B27-020087;Nordamerika;Jamaika;;Wurzel;Rhizome;Nigella sativa;Schwarzkümmel;Kalonji;"Finish;Tafel";mild;fruchtig;fermentiert;;illu-b27-B27-020087;qr-b27-B27-020087;
B27-020088;Ozeanien;Fidschi;;Heilpflanze;Präparat;Capsicum annuum;Paprika;Chili;"Snack;Süssspeisen";verdauungsfördernd;fruchtig;Basis für Mischungen;;illu-b27-B27-020088;qr-b27-B27-020088;
B27-020089;Ozeanien;Fidschi;;Salz;Meersalz;Salvia rosmarinus;Rosmarin;Rosmarinus;"Medizin;Heilung";verdauungsfördernd;würzig;regional variabel;;illu-b27-B27-020089;qr-b27-B27-020089;
B27-020090;Ozeanien;Papua-Neuguinea;;Wurzel;Rhizome;Zingiber officinale;Ingwer;Ginger;"Parfum;Räuchern";beruhigend;erdig;historisch;;illu-b27-B27-020090;qr-b27-B27-020090;
B27-020091;Nordamerika;Mexiko;;Schote;Orchidaceae;Mentha x piperita;Pfefferminze;;"Snack;Süssspeisen";wärmend;erdig;reguliert;;illu-b27-B27-020091;qr-b27-B27-020091;
B27-020092;Südamerika;Kolumbien;;Getränk;Tee;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Suppen;Eintopf";beruhigend;süsslich;fermentiert;;illu-b27-B27-020092;qr-b27-B27-020092;
B27-020093;Südamerika;Argentinien;;Tee;Grüntee;Allium sativum;Knoblauch;Garlic;"Currys;Mischung";verdauungsfördernd;nussig;fermentiert;;illu-b27-B27-020093;qr-b27-B27-020093;
B27-020094;Ozeanien;Australien;;Tee;Grüntee;Wasabia japonica;Wasabi;;Aromatherapie;wärmend;fruchtig;hochwertig;;illu-b27-B27-020094;qr-b27-B27-020094;
B27-020095;Asien;Iran;;Mischung;Gewürzmischung;Theobroma cacao;Kakao;Cocoa;"Snack;Süssspeisen";beruhigend;würzig;reguliert;;illu-b27-B27-020095;qr-b27-B27-020095;
B27-020096;Afrika;Nigeria;;Mineral;Würze;Capsicum chinense;Habanero;;"Backen;Dessert";anregend;fruchtig;historisch;;illu-b27-B27-020096;qr-b27-B27-020096;
B27-020097;Europa;Spanien;;Getränk;Tee;Thymus vulgaris;Thymian;Thym;"Backen;Dessert";beruhigend;fruchtig;kultisch;;illu-b27-B27-020097;qr-b27-B27-020097;
B27-020098;Afrika;Tansania;;Gewürz;Schoten;Foeniculum vulgare;Fenchel;Finocchio;"Parfum;Räuchern";wärmend;blumig;Basis für Mischungen;;illu-b27-B27-020098;qr-b27-B27-020098;
B27-020099;Asien;Indien;;Salz;Meersalz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Parfum;Räuchern";verdauungsfördernd;süsslich;fermentiert;;illu-b27-B27-020099;qr-b27-B27-020099;
B27-020100;Ozeanien;Papua-Neuguinea;;Getränk;Tee;Mentha x piperita;Pfefferminze;;"Suppen;Eintopf";appetitanregend;würzig;regional variabel;;illu-b27-B27-020100;qr-b27-B27-020100;
B27-020101;Südamerika;Chile;;Gewürz;Samen;Capsicum annuum;Paprika;Chili;"Medizin;Heilung";mild;erdig;regional variabel;;illu-b27-B27-020101;qr-b27-B27-020101;
B27-020102;Europa;Griechenland;;Harz;Harz;Vanilla planifolia;Vanille;Bourbon;"Suppen;Eintopf";schärfe;zitronig;historisch;;illu-b27-B27-020102;qr-b27-B27-020102;
B27-020103;Afrika;Ägypten;;Gewürz;Schoten;Coriandrum sativum;Koriander;Koriandersamen;"Backen;Dessert";kühl;zitronig;fermentiert;;illu-b27-B27-020103;qr-b27-B27-020103;
B27-020104;Europa;Deutschland;;Gewürz;Schoten;Laurus nobilis;Lorbeer;Bay Leaf;"Medizin;Heilung";schärfe;süsslich;Basis für Mischungen;;illu-b27-B27-020104;qr-b27-B27-020104;
B27-020105;Südamerika;Venezuela;;Salz;Meersalz;Curcuma longa;Kurkuma;Gelbwurz;"Currys;Mischung";anregend;erdig;DOP;;illu-b27-B27-020105;qr-b27-B27-020105;
B27-020106;Europa;Spanien;;Gewürz;Schoten;Armoracia rusticana;Meerrettich;Kren;"Sauce;Marinade";aromatisch;würzig;regional variabel;;illu-b27-B27-020106;qr-b27-B27-020106;
B27-020107;Nordamerika;Kanada;;Wurzel;Rhizome;Armoracia rusticana;Meerrettich;Kren;Aromatherapie;aromatisch;herb;regional variabel;;illu-b27-B27-020107;qr-b27-B27-020107;
B27-020108;Europa;Österreich;;Getränk;Tee;Thymus vulgaris;Thymian;Thym;"Tee;Getränk";aromatisch;süsslich;AOP;;illu-b27-B27-020108;qr-b27-B27-020108;
B27-020109;Ozeanien;Australien;;Frucht;Früchte;Zingiber officinale;Ingwer;Ginger;"Backen;Dessert";anregend;erdig;fermentiert;;illu-b27-B27-020109;qr-b27-B27-020109;
B27-020110;Asien;China;;Frucht;Früchte;Allium sativum;Knoblauch;Garlic;"Backen;Dessert";aromatisch;rauchig;hochwertig;;illu-b27-B27-020110;qr-b27-B27-020110;
B27-020111;Afrika;Marokko;;Salz;Meersalz;Wasabia japonica;Wasabi;;"Currys;Mischung";verdauungsfördernd;würzig;reguliert;;illu-b27-B27-020111;qr-b27-B27-020111;
B27-020112;Europa;Türkei;;Getränk;Tee;Capsicum chinense;Habanero;;"Parfum;Räuchern";beruhigend;rauchig;DOP;;illu-b27-B27-020112;qr-b27-B27-020112;
B27-020113;Europa;Portugal;;Tee;Schwarztee;Curcuma longa;Kurkuma;Gelbwurz;"Sauce;Marinade";mild;würzig;fermentiert;;illu-b27-B27-020113;qr-b27-B27-020113;
B27-020114;Nordamerika;Mexiko;;Wurzel;Rhizome;Armoracia rusticana;Meerrettich;Kren;"Finish;Tafel";appetitanregend;nussig;fermentiert;;illu-b27-B27-020114;qr-b27-B27-020114;
B27-020115;Afrika;Marokko;;Getränk;Tee;Foeniculum vulgare;Fenchel;Finocchio;"Sauce;Marinade";schärfe;herb;fermentiert;;illu-b27-B27-020115;qr-b27-B27-020115;
B27-020116;Asien;Thailand;;Tee;Grüntee;Capsicum chinense;Habanero;;"Suppen;Eintopf";kühl;rauchig;selten;;illu-b27-B27-020116;qr-b27-B27-020116;
B27-020117;Asien;Indien;;Kräuter;Lamiaceae;Laurus nobilis;Lorbeer;Bay Leaf;Aromatherapie;mild;harzig;Basis für Mischungen;;illu-b27-B27-020117;qr-b27-B27-020117;
B27-020118;Nordamerika;Jamaika;;Tee;Schwarztee;Crocus sativus;Safran;Saffran;"Backen;Dessert";mild;herb;AOP;;illu-b27-B27-020118;qr-b27-B27-020118;
B27-020119;Nordamerika;Mexiko;;Harz;Harz;Capsicum chinense;Habanero;;"Würzen;Einlegen";beruhigend;nussig;regional variabel;;illu-b27-B27-020119;qr-b27-B27-020119;
B27-020120;Afrika;Äthiopien;;Schote;Orchidaceae;Syzygium aromaticum;Nelke;Gewürznelke;"Würzen;Einlegen";beruhigend;herb;regional variabel;;illu-b27-B27-020120;qr-b27-B27-020120;
B27-020121;Nordamerika;Jamaika;;Getränk;Kakao;Capsicum annuum;Paprika;Chili;"Sauce;Marinade";kühl;würzig;DOP;;illu-b27-B27-020121;qr-b27-B27-020121;
B27-020122;Afrika;Ägypten;;Essenz;Aromatisch;Laurus nobilis;Lorbeer;Bay Leaf;"Tee;Getränk";appetitanregend;würzig;Basis für Mischungen;;illu-b27-B27-020122;qr-b27-B27-020122;
B27-020123;Afrika;Ägypten;;Wurzel;Rhizome;Vanilla planifolia;Vanille;Bourbon;"Finish;Tafel";edel;würzig;hochwertig;;illu-b27-B27-020123;qr-b27-B27-020123;
B27-020124;Ozeanien;Fidschi;;Tee;Oolong;Theobroma cacao;Kakao;Cocoa;"Suppen;Eintopf";mild;blumig;hochwertig;;illu-b27-B27-020124;qr-b27-B27-020124;
B27-020125;Europa;Portugal;;Getränk;Kakao;Capsicum chinense;Habanero;;"Parfum;Räuchern";edel;zitronig;DOP;;illu-b27-B27-020125;qr-b27-B27-020125;
B27-020126;Asien;Indien;;Gewürz;Beerengewürz;Piper nigrum;Pfeffer;Tellicherry;"Parfum;Räuchern";wärmend;blumig;fermentiert;;illu-b27-B27-020126;qr-b27-B27-020126;
B27-020127;Europa;Portugal;;Salz;Meersalz;Laurus nobilis;Lorbeer;Bay Leaf;"Tee;Getränk";anregend;zitronig;DOP;;illu-b27-B27-020127;qr-b27-B27-020127;
B27-020128;Nordamerika;Kanada;;Frucht;Früchte;Wasabia japonica;Wasabi;;"Parfum;Räuchern";appetitanregend;süsslich;historisch;;illu-b27-B27-020128;qr-b27-B27-020128;
B27-020129;Nordamerika;Mexiko;;Salz;Steinsalz;Ocimum basilicum;Basilikum;Basilico;"Finish;Tafel";schärfe;fruchtig;hochwertig;;illu-b27-B27-020129;qr-b27-B27-020129;
B27-020130;Ozeanien;Papua-Neuguinea;;Frucht;Früchte;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Medizin;Heilung";edel;holzartig;reguliert;;illu-b27-B27-020130;qr-b27-B27-020130;
B27-020131;Südamerika;Peru;;Wurzel;Rhizome;Mentha x piperita;Pfefferminze;;"Würzen;Einlegen";aromatisch;rauchig;historisch;;illu-b27-B27-020131;qr-b27-B27-020131;
B27-020132;Südamerika;Bolivien;;Gewürz;Schoten;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Currys;Mischung";edel;fruchtig;historisch;;illu-b27-B27-020132;qr-b27-B27-020132;
B27-020133;Asien;Indonesien;;Harz;Harz;Wasabia japonica;Wasabi;;"Tee;Getränk";edel;zitronig;DOP;;illu-b27-B27-020133;qr-b27-B27-020133;
