ID;Kontinent;Land;Region;Gattung;Unterkategorie;Fachlicher_Name;Gebraeuchlicher_Name_DE;Synonyme;Nutzung_Stichworte;Wirkung_Stichworte;Merkmale_Kurz;Besonderes;Band_Kapitel_Referenz;Bild_Platzhalter;QR_Platzhalter;Quelle_URL_oder_Kuerzel
B27-000018;Südamerika;Brasilien;;Kräuter;Lamiaceae;Foeniculum vulgare;Fenchel;Finocchio;"Parfum;Räuchern";edel;süsslich;regional variabel;;illu-b27-B27-000018;qr-b27-B27-000018;
B27-000019;Nordamerika;Jamaika;;Wurzel;Rhizome;Nigella sativa;Schwarzkümmel;Kalonji;"Finish;Tafel";wärmend;herb;selten;;illu-b27-B27-000019;qr-b27-B27-000019;
B27-000020;Europa;Ungarn;;Getränk;Tee;Capsicum annuum;Paprika;Chili;"Finish;Tafel";edel;holzartig;AOP;;illu-b27-B27-000020;qr-b27-B27-000020;
B27-000021;Südamerika;Argentinien;;Salz;Meersalz;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Würzen;Einlegen";beruhigend;süsslich;regional variabel;;illu-b27-B27-000021;qr-b27-B27-000021;
B27-000022;Asien;Indien;;Heilpflanze;Präparat;Ocimum basilicum;Basilikum;Basilico;"Würzen;Einlegen";anregend;süsslich;Basis für Mischungen;;illu-b27-B27-000022;qr-b27-B27-000022;
B27-000023;Nordamerika;Guatemala;;Gewürz;Samen;Camellia sinensis;Tee;Grüntee;"Suppen;Eintopf";wärmend;würzig;fermentiert;;illu-b27-B27-000023;qr-b27-B27-000023;
B27-000024;Europa;Deutschland;;Getränk;Kakao;Commiphora myrrha;Myrrhe;;Aromatherapie;anregend;blumig;historisch;;illu-b27-B27-000024;qr-b27-B27-000024;
B27-000025;Nordamerika;Kanada;;Kräuter;Lamiaceae;Boswellia sacra;Weihrauch;Olibanum;"Fisch;Fleisch";aromatisch;erdig;selten;;illu-b27-B27-000025;qr-b27-B27-000025;
B27-000026;Nordamerika;Guatemala;;Getränk;Kaffee;Laurus nobilis;Lorbeer;Bay Leaf;"Medizin;Heilung";schärfe;erdig;Basis für Mischungen;;illu-b27-B27-000026;qr-b27-B27-000026;
B27-000027;Europa;Italien;;Tee;Oolong;Crocus sativus;Safran;Saffran;"Parfum;Räuchern";verdauungsfördernd;herb;kultisch;;illu-b27-B27-000027;qr-b27-B27-000027;
B27-000028;Südamerika;Ecuador;;Salz;Steinsalz;Vanilla planifolia;Vanille;Bourbon;"Suppen;Eintopf";beruhigend;rauchig;hochwertig;;illu-b27-B27-000028;qr-b27-B27-000028;
B27-000029;Europa;Deutschland;;Frucht;Früchte;Vanilla planifolia;Vanille;Bourbon;"Backen;Dessert";beruhigend;nussig;regional variabel;;illu-b27-B27-000029;qr-b27-B27-000029;
B27-000030;Asien;China;;Tee;Schwarztee;Nigella sativa;Schwarzkümmel;Kalonji;"Finish;Tafel";mild;süsslich;kultisch;;illu-b27-B27-000030;qr-b27-B27-000030;
B27-000031;Europa;Portugal;;Heilpflanze;Präparat;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Würzen;Einlegen";edel;blumig;reguliert;;illu-b27-B27-000031;qr-b27-B27-000031;
B27-000032;Ozeanien;Fidschi;;Kräuter;Lamiaceae;Thymus vulgaris;Thymian;Thym;"Currys;Mischung";aromatisch;fruchtig;fermentiert;;illu-b27-B27-000032;qr-b27-B27-000032;
B27-000033;Asien;Indien;;Wurzel;Rhizome;Syzygium aromaticum;Nelke;Gewürznelke;"Medizin;Heilung";appetitanregend;zitronig;reguliert;;illu-b27-B27-000033;qr-b27-B27-000033;
B27-000034;Nordamerika;Kanada;;Salz;Meersalz;Origanum vulgare;Oregano;;"Backen;Dessert";appetitanregend;zitronig;AOP;;illu-b27-B27-000034;qr-b27-B27-000034;
B27-000035;Afrika;Tansania;;Wurzel;Rhizome;Allium cepa;Zwiebel;Onion;"Tee;Getränk";appetitanregend;erdig;historisch;;illu-b27-B27-000035;qr-b27-B27-000035;
B27-000036;Afrika;Nigeria;;Kräuter;Lamiaceae;Ocimum basilicum;Basilikum;Basilico;"Medizin;Heilung";kühl;blumig;historisch;;illu-b27-B27-000036;qr-b27-B27-000036;
B27-000037;Asien;Iran;;Heilpflanze;Präparat;Salvia rosmarinus;Rosmarin;Rosmarinus;"Tee;Getränk";kühl;holzartig;DOP;;illu-b27-B27-000037;qr-b27-B27-000037;
B27-000038;Ozeanien;Fidschi;;Blätter;Blätter;Salvia rosmarinus;Rosmarin;Rosmarinus;"Sauce;Marinade";mild;süsslich;hochwertig;;illu-b27-B27-000038;qr-b27-B27-000038;
B27-000039;Asien;Thailand;;Salz;Steinsalz;Capsicum chinense;Habanero;;"Snack;Süssspeisen";verdauungsfördernd;blumig;reguliert;;illu-b27-B27-000039;qr-b27-B27-000039;
B27-000040;Ozeanien;Papua-Neuguinea;;Mischung;Gewürzmischung;Origanum vulgare;Oregano;;"Medizin;Heilung";beruhigend;rauchig;Basis für Mischungen;;illu-b27-B27-000040;qr-b27-B27-000040;
B27-000041;Asien;Thailand;;Wurzel;Rhizome;Crocus sativus;Safran;Saffran;"Fisch;Fleisch";schärfe;harzig;Basis für Mischungen;;illu-b27-B27-000041;qr-b27-B27-000041;
B27-000042;Europa;Portugal;;Essenz;Aromatisch;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Tee;Getränk";verdauungsfördernd;fruchtig;regional variabel;;illu-b27-B27-000042;qr-b27-B27-000042;
B27-000043;Ozeanien;Papua-Neuguinea;;Mineral;Würze;Coriandrum sativum;Koriander;Koriandersamen;"Tee;Getränk";anregend;fruchtig;selten;;illu-b27-B27-000043;qr-b27-B27-000043;
B27-000044;Asien;Indonesien;;Salz;Steinsalz;Boswellia sacra;Weihrauch;Olibanum;"Tee;Getränk";schärfe;rauchig;AOP;;illu-b27-B27-000044;qr-b27-B27-000044;
B27-000045;Südamerika;Argentinien;;Harz;Harz;Boswellia sacra;Weihrauch;Olibanum;"Medizin;Heilung";edel;zitronig;historisch;;illu-b27-B27-000045;qr-b27-B27-000045;
B27-000046;Südamerika;Peru;;Essenz;Aromatisch;Curcuma longa;Kurkuma;Gelbwurz;"Fisch;Fleisch";aromatisch;fruchtig;hochwertig;;illu-b27-B27-000046;qr-b27-B27-000046;
B27-000047;Ozeanien;Neuseeland;;Wurzel;Rhizome;Commiphora myrrha;Myrrhe;;"Backen;Dessert";anregend;rauchig;DOP;;illu-b27-B27-000047;qr-b27-B27-000047;
B27-000048;Europa;Griechenland;;Schote;Orchidaceae;Syzygium aromaticum;Nelke;Gewürznelke;"Sauce;Marinade";wärmend;nussig;Basis für Mischungen;;illu-b27-B27-000048;qr-b27-B27-000048;
B27-000049;Afrika;Südafrika;;Tee;Grüntee;Piper nigrum;Pfeffer;Tellicherry;"Parfum;Räuchern";appetitanregend;süsslich;regional variabel;;illu-b27-B27-000049;qr-b27-B27-000049;
B27-000050;Ozeanien;Papua-Neuguinea;;Wurzel;Rhizome;Allium sativum;Knoblauch;Garlic;"Tee;Getränk";appetitanregend;herb;hochwertig;;illu-b27-B27-000050;qr-b27-B27-000050;
B27-000051;Asien;China;;Getränk;Kakao;Coffea arabica;Kaffee;Arabica;"Parfum;Räuchern";appetitanregend;zitronig;fermentiert;;illu-b27-B27-000051;qr-b27-B27-000051;
B27-000052;Asien;Kambodscha;;Blätter;Blätter;Salvia rosmarinus;Rosmarin;Rosmarinus;"Suppen;Eintopf";aromatisch;harzig;selten;;illu-b27-B27-000052;qr-b27-B27-000052;
B27-000053;Europa;Ungarn;;Kräuter;Lamiaceae;Myristica fragrans;Muskatnuss;Muskat;"Würzen;Einlegen";kühl;süsslich;AOP;;illu-b27-B27-000053;qr-b27-B27-000053;
B27-000054;Asien;Kambodscha;;Mineral;Würze;Commiphora myrrha;Myrrhe;;"Finish;Tafel";appetitanregend;holzartig;hochwertig;;illu-b27-B27-000054;qr-b27-B27-000054;
B27-000055;Afrika;Madagaskar;;Tee;Oolong;Camellia sinensis;Tee;Grüntee;"Tee;Getränk";beruhigend;herb;regional variabel;;illu-b27-B27-000055;qr-b27-B27-000055;
B27-000056;Nordamerika;Guatemala;;Harz;Harz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Tee;Getränk";schärfe;blumig;fermentiert;;illu-b27-B27-000056;qr-b27-B27-000056;
B27-000057;Europa;Deutschland;;Harz;Harz;Coriandrum sativum;Koriander;Koriandersamen;"Parfum;Räuchern";mild;nussig;Basis für Mischungen;;illu-b27-B27-000057;qr-b27-B27-000057;
B27-000058;Nordamerika;Kanada;;Tee;Grüntee;Foeniculum vulgare;Fenchel;Finocchio;"Sauce;Marinade";anregend;holzartig;historisch;;illu-b27-B27-000058;qr-b27-B27-000058;
B27-000059;Afrika;Marokko;;Getränk;Kakao;Allium cepa;Zwiebel;Onion;"Currys;Mischung";schärfe;nussig;selten;;illu-b27-B27-000059;qr-b27-B27-000059;
B27-000060;Afrika;Kenia;;Schote;Orchidaceae;Foeniculum vulgare;Fenchel;Finocchio;"Fisch;Fleisch";mild;nussig;regional variabel;;illu-b27-B27-000060;qr-b27-B27-000060;
B27-000061;Europa;Österreich;;Gewürz;Samen;Capsicum annuum;Paprika;Chili;"Suppen;Eintopf";schärfe;würzig;hochwertig;;illu-b27-B27-000061;qr-b27-B27-000061;
B27-000062;Afrika;Marokko;;Gewürz;Schoten;Laurus nobilis;Lorbeer;Bay Leaf;"Sauce;Marinade";edel;würzig;DOP;;illu-b27-B27-000062;qr-b27-B27-000062;
B27-000063;Südamerika;Kolumbien;;Schote;Orchidaceae;Capsicum chinense;Habanero;;"Parfum;Räuchern";anregend;blumig;DOP;;illu-b27-B27-000063;qr-b27-B27-000063;
B27-000064;Nordamerika;Mexiko;;Harz;Harz;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Parfum;Räuchern";verdauungsfördernd;süsslich;historisch;;illu-b27-B27-000064;qr-b27-B27-000064;
B27-000065;Südamerika;Peru;;Getränk;Tee;Laurus nobilis;Lorbeer;Bay Leaf;"Currys;Mischung";schärfe;fruchtig;fermentiert;;illu-b27-B27-000065;qr-b27-B27-000065;
B27-000066;Afrika;Südafrika;;Getränk;Kaffee;Coffea arabica;Kaffee;Arabica;"Sauce;Marinade";schärfe;nussig;kultisch;;illu-b27-B27-000066;qr-b27-B27-000066;
B27-000067;Afrika;Ägypten;;Öl;Pflanzenöl;Crocus sativus;Safran;Saffran;"Medizin;Heilung";aromatisch;erdig;AOP;;illu-b27-B27-000067;qr-b27-B27-000067;
B27-000068;Europa;Deutschland;;Tee;Schwarztee;Syzygium aromaticum;Nelke;Gewürznelke;"Snack;Süssspeisen";appetitanregend;nussig;kultisch;;illu-b27-B27-000068;qr-b27-B27-000068;
B27-000069;Europa;Spanien;;Mischung;Gewürzmischung;Thymus vulgaris;Thymian;Thym;"Medizin;Heilung";beruhigend;zitronig;fermentiert;;illu-b27-B27-000069;qr-b27-B27-000069;
B27-000070;Europa;Ungarn;;Wurzel;Rhizome;Piper nigrum;Pfeffer;Tellicherry;"Finish;Tafel";mild;herb;regional variabel;;illu-b27-B27-000070;qr-b27-B27-000070;
B27-000071;Afrika;Nigeria;;Mischung;Gewürzmischung;Thymus vulgaris;Thymian;Thym;"Sauce;Marinade";aromatisch;süsslich;reguliert;;illu-b27-B27-000071;qr-b27-B27-000071;
B27-000072;Europa;Spanien;;Getränk;Kakao;Armoracia rusticana;Meerrettich;Kren;"Currys;Mischung";mild;rauchig;Basis für Mischungen;;illu-b27-B27-000072;qr-b27-B27-000072;
B27-000073;Europa;Italien;;Mischung;Gewürzmischung;Boswellia sacra;Weihrauch;Olibanum;"Würzen;Einlegen";appetitanregend;würzig;kultisch;;illu-b27-B27-000073;qr-b27-B27-000073;
B27-000074;Südamerika;Bolivien;;Salz;Meersalz;Wasabia japonica;Wasabi;;"Currys;Mischung";wärmend;blumig;regional variabel;;illu-b27-B27-000074;qr-b27-B27-000074;
B27-000075;Afrika;Kenia;;Getränk;Kakao;Boswellia sacra;Weihrauch;Olibanum;"Finish;Tafel";beruhigend;blumig;kultisch;;illu-b27-B27-000075;qr-b27-B27-000075;
B27-000076;Afrika;Marokko;;Heilpflanze;Präparat;Ocimum basilicum;Basilikum;Basilico;"Backen;Dessert";appetitanregend;herb;AOP;;illu-b27-B27-000076;qr-b27-B27-000076;
B27-000077;Südamerika;Kolumbien;;Salz;Steinsalz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Backen;Dessert";wärmend;blumig;historisch;;illu-b27-B27-000077;qr-b27-B27-000077;
B27-000078;Ozeanien;Fidschi;;Gewürz;Schoten;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Sauce;Marinade";beruhigend;harzig;selten;;illu-b27-B27-000078;qr-b27-B27-000078;
B27-000079;Ozeanien;Neuseeland;;Schote;Orchidaceae;Zingiber officinale;Ingwer;Ginger;"Medizin;Heilung";verdauungsfördernd;zitronig;DOP;;illu-b27-B27-000079;qr-b27-B27-000079;
B27-000080;Nordamerika;Guatemala;;Mineral;Würze;Wasabia japonica;Wasabi;;"Tee;Getränk";appetitanregend;süsslich;fermentiert;;illu-b27-B27-000080;qr-b27-B27-000080;
B27-000081;Ozeanien;Australien;;Frucht;Früchte;Coriandrum sativum;Koriander;Koriandersamen;"Tee;Getränk";mild;fruchtig;Basis für Mischungen;;illu-b27-B27-000081;qr-b27-B27-000081;
B27-000082;Ozeanien;Neuseeland;;Frucht;Früchte;Wasabia japonica;Wasabi;;"Sauce;Marinade";mild;würzig;kultisch;;illu-b27-B27-000082;qr-b27-B27-000082;
B27-000083;Südamerika;Bolivien;;Harz;Harz;Salvia rosmarinus;Rosmarin;Rosmarinus;"Fisch;Fleisch";mild;herb;selten;;illu-b27-B27-000083;qr-b27-B27-000083;
B27-000084;Asien;Kambodscha;;Harz;Harz;Syzygium aromaticum;Nelke;Gewürznelke;"Medizin;Heilung";mild;holzartig;regional variabel;;illu-b27-B27-000084;qr-b27-B27-000084;
B27-000085;Asien;Indien;;Salz;Meersalz;Camellia sinensis;Tee;Grüntee;"Suppen;Eintopf";schärfe;nussig;fermentiert;;illu-b27-B27-000085;qr-b27-B27-000085;
B27-000086;Asien;Indien;;Samen;Samen;Armoracia rusticana;Meerrettich;Kren;"Parfum;Räuchern";anregend;süsslich;hochwertig;;illu-b27-B27-000086;qr-b27-B27-000086;
B27-000087;Afrika;Ägypten;;Harz;Harz;Capsicum chinense;Habanero;;Aromatherapie;beruhigend;erdig;hochwertig;;illu-b27-B27-000087;qr-b27-B27-000087;
B27-000088;Ozeanien;Fidschi;;Kräuter;Lamiaceae;Boswellia sacra;Weihrauch;Olibanum;"Snack;Süssspeisen";schärfe;würzig;selten;;illu-b27-B27-000088;qr-b27-B27-000088;
B27-000089;Afrika;Nigeria;;Tee;Schwarztee;Syzygium aromaticum;Nelke;Gewürznelke;"Backen;Dessert";anregend;zitronig;selten;;illu-b27-B27-000089;qr-b27-B27-000089;
B27-000090;Europa;Frankreich;;Schote;Orchidaceae;Origanum vulgare;Oregano;;"Backen;Dessert";edel;rauchig;DOP;;illu-b27-B27-000090;qr-b27-B27-000090;
B27-000091;Nordamerika;Kuba;;Gewürz;Beerengewürz;Crocus sativus;Safran;Saffran;"Finish;Tafel";schärfe;blumig;reguliert;;illu-b27-B27-000091;qr-b27-B27-000091;
B27-000092;Europa;Portugal;;Gewürz;Schoten;Ocimum basilicum;Basilikum;Basilico;Aromatherapie;kühl;erdig;fermentiert;;illu-b27-B27-000092;qr-b27-B27-000092;
B27-000093;Ozeanien;Australien;;Wurzel;Rhizome;Erythroxylum coca;Coca-Blatt;;Aromatherapie;kühl;blumig;fermentiert;;illu-b27-B27-000093;qr-b27-B27-000093;
B27-000094;Südamerika;Peru;;Salz;Steinsalz;Nigella sativa;Schwarzkümmel;Kalonji;"Finish;Tafel";mild;rauchig;reguliert;;illu-b27-B27-000094;qr-b27-B27-000094;
B27-000095;Asien;Nepal;;Wurzel;Rhizome;Capsicum annuum;Paprika;Chili;"Parfum;Räuchern";anregend;zitronig;historisch;;illu-b27-B27-000095;qr-b27-B27-000095;
B27-000096;Afrika;Kenia;;Getränk;Kakao;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Finish;Tafel";wärmend;fruchtig;DOP;;illu-b27-B27-000096;qr-b27-B27-000096;
B27-000097;Asien;Kambodscha;;Salz;Steinsalz;Allium sativum;Knoblauch;Garlic;"Currys;Mischung";verdauungsfördernd;rauchig;AOP;;illu-b27-B27-000097;qr-b27-B27-000097;
B27-000098;Europa;Frankreich;;Getränk;Kaffee;Piper nigrum;Pfeffer;Tellicherry;"Medizin;Heilung";aromatisch;süsslich;AOP;;illu-b27-B27-000098;qr-b27-B27-000098;
B27-000099;Südamerika;Argentinien;;Getränk;Tee;Crocus sativus;Safran;Saffran;"Finish;Tafel";mild;blumig;DOP;;illu-b27-B27-000099;qr-b27-B27-000099;
B27-000100;Ozeanien;Papua-Neuguinea;;Getränk;Tee;Syzygium aromaticum;Nelke;Gewürznelke;"Sauce;Marinade";appetitanregend;süsslich;reguliert;;illu-b27-B27-000100;qr-b27-B27-000100;
B27-000101;Afrika;Madagaskar;;Salz;Steinsalz;Wasabia japonica;Wasabi;;"Würzen;Einlegen";mild;erdig;regional variabel;;illu-b27-B27-000101;qr-b27-B27-000101;
B27-000102;Afrika;Kenia;;Essenz;Aromatisch;Allium sativum;Knoblauch;Garlic;"Suppen;Eintopf";verdauungsfördernd;süsslich;Basis für Mischungen;;illu-b27-B27-000102;qr-b27-B27-000102;
B27-000103;Asien;Nepal;;Getränk;Kakao;Theobroma cacao;Kakao;Cocoa;"Backen;Dessert";verdauungsfördernd;holzartig;selten;;illu-b27-B27-000103;qr-b27-B27-000103;
B27-000104;Südamerika;Ecuador;;Salz;Meersalz;Piper nigrum;Pfeffer;Tellicherry;"Suppen;Eintopf";schärfe;erdig;reguliert;;illu-b27-B27-000104;qr-b27-B27-000104;
B27-000105;Asien;Japan;;Frucht;Früchte;Capsicum annuum;Paprika;Chili;"Fisch;Fleisch";wärmend;würzig;AOP;;illu-b27-B27-000105;qr-b27-B27-000105;
B27-000106;Afrika;Marokko;;Frucht;Früchte;Myristica fragrans;Muskatnuss;Muskat;Aromatherapie;mild;würzig;fermentiert;;illu-b27-B27-000106;qr-b27-B27-000106;
B27-000107;Asien;Sri Lanka;;Frucht;Früchte;Nigella sativa;Schwarzkümmel;Kalonji;"Medizin;Heilung";beruhigend;blumig;fermentiert;;illu-b27-B27-000107;qr-b27-B27-000107;
B27-000108;Asien;China;;Getränk;Tee;Mentha x piperita;Pfefferminze;;"Tee;Getränk";wärmend;rauchig;AOP;;illu-b27-B27-000108;qr-b27-B27-000108;
B27-000109;Asien;Iran;;Schote;Orchidaceae;Piper nigrum;Pfeffer;Tellicherry;"Medizin;Heilung";schärfe;holzartig;fermentiert;;illu-b27-B27-000109;qr-b27-B27-000109;
B27-000110;Südamerika;Kolumbien;;Frucht;Früchte;Capsicum chinense;Habanero;;"Snack;Süssspeisen";mild;erdig;reguliert;;illu-b27-B27-000110;qr-b27-B27-000110;
B27-000111;Südamerika;Argentinien;;Harz;Harz;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Tee;Getränk";appetitanregend;herb;fermentiert;;illu-b27-B27-000111;qr-b27-B27-000111;
B27-000112;Südamerika;Chile;;Mischung;Gewürzmischung;Capsicum chinense;Habanero;;Aromatherapie;verdauungsfördernd;rauchig;fermentiert;;illu-b27-B27-000112;qr-b27-B27-000112;
B27-000113;Europa;Ungarn;;Frucht;Früchte;Erythroxylum coca;Coca-Blatt;;"Medizin;Heilung";aromatisch;herb;selten;;illu-b27-B27-000113;qr-b27-B27-000113;
B27-000114;Nordamerika;Kanada;;Samen;Samen;Curcuma longa;Kurkuma;Gelbwurz;"Sauce;Marinade";anregend;nussig;kultisch;;illu-b27-B27-000114;qr-b27-B27-000114;
B27-000115;Nordamerika;Guatemala;;Tee;Schwarztee;Nigella sativa;Schwarzkümmel;Kalonji;"Sauce;Marinade";edel;herb;hochwertig;;illu-b27-B27-000115;qr-b27-B27-000115;
B27-000116;Europa;Italien;;Schote;Orchidaceae;Zingiber officinale;Ingwer;Ginger;"Finish;Tafel";verdauungsfördernd;herb;Basis für Mischungen;;illu-b27-B27-000116;qr-b27-B27-000116;
B27-000117;Europa;Italien;;Tee;Oolong;Myristica fragrans;Muskatnuss;Muskat;"Würzen;Einlegen";wärmend;würzig;fermentiert;;illu-b27-B27-000117;qr-b27-B27-000117;
B27-000118;Ozeanien;Neuseeland;;Gewürz;Samen;Allium cepa;Zwiebel;Onion;"Parfum;Räuchern";appetitanregend;fruchtig;historisch;;illu-b27-B27-000118;qr-b27-B27-000118;
B27-000119;Afrika;Nigeria;;Harz;Harz;Thymus vulgaris;Thymian;Thym;"Fisch;Fleisch";wärmend;herb;kultisch;;illu-b27-B27-000119;qr-b27-B27-000119;
B27-000120;Südamerika;Argentinien;;Gewürz;Beerengewürz;Salvia rosmarinus;Rosmarin;Rosmarinus;"Snack;Süssspeisen";beruhigend;süsslich;Basis für Mischungen;;illu-b27-B27-000120;qr-b27-B27-000120;
B27-000121;Ozeanien;Neuseeland;;Kräuter;Lamiaceae;Wasabia japonica;Wasabi;;"Snack;Süssspeisen";aromatisch;blumig;historisch;;illu-b27-B27-000121;qr-b27-B27-000121;
B27-000122;Afrika;Tansania;;Gewürz;Beerengewürz;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Finish;Tafel";edel;nussig;AOP;;illu-b27-B27-000122;qr-b27-B27-000122;
B27-000123;Europa;Spanien;;Salz;Steinsalz;Capsicum chinense;Habanero;;"Suppen;Eintopf";kühl;nussig;reguliert;;illu-b27-B27-000123;qr-b27-B27-000123;
B27-000124;Südamerika;Brasilien;;Getränk;Tee;Laurus nobilis;Lorbeer;Bay Leaf;"Currys;Mischung";appetitanregend;nussig;hochwertig;;illu-b27-B27-000124;qr-b27-B27-000124;
B27-000125;Europa;Italien;;Harz;Harz;Commiphora myrrha;Myrrhe;;"Tee;Getränk";edel;harzig;hochwertig;;illu-b27-B27-000125;qr-b27-B27-000125;
B27-000126;Nordamerika;Kuba;;Mischung;Gewürzmischung;Erythroxylum coca;Coca-Blatt;;"Snack;Süssspeisen";aromatisch;süsslich;AOP;;illu-b27-B27-000126;qr-b27-B27-000126;
B27-000127;Nordamerika;USA;;Samen;Samen;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Snack;Süssspeisen";appetitanregend;zitronig;hochwertig;;illu-b27-B27-000127;qr-b27-B27-000127;
B27-000128;Nordamerika;Kanada;;Salz;Steinsalz;Allium cepa;Zwiebel;Onion;"Sauce;Marinade";kühl;fruchtig;Basis für Mischungen;;illu-b27-B27-000128;qr-b27-B27-000128;
B27-000129;Südamerika;Venezuela;;Getränk;Kakao;Coriandrum sativum;Koriander;Koriandersamen;"Parfum;Räuchern";schärfe;holzartig;reguliert;;illu-b27-B27-000129;qr-b27-B27-000129;
B27-000130;Südamerika;Chile;;Heilpflanze;Präparat;Zingiber officinale;Ingwer;Ginger;"Currys;Mischung";appetitanregend;süsslich;AOP;;illu-b27-B27-000130;qr-b27-B27-000130;
B27-000131;Ozeanien;Australien;;Gewürz;Beerengewürz;Allium cepa;Zwiebel;Onion;"Medizin;Heilung";anregend;zitronig;regional variabel;;illu-b27-B27-000131;qr-b27-B27-000131;
B27-000132;Südamerika;Kolumbien;;Gewürz;Schoten;Camellia sinensis;Tee;Grüntee;"Suppen;Eintopf";anregend;würzig;kultisch;;illu-b27-B27-000132;qr-b27-B27-000132;
B27-000133;Europa;Frankreich;;Tee;Schwarztee;Syzygium aromaticum;Nelke;Gewürznelke;"Tee;Getränk";mild;nussig;reguliert;;illu-b27-B27-000133;qr-b27-B27-000133;
B27-000134;Asien;Iran;;Salz;Steinsalz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Currys;Mischung";kühl;harzig;selten;;illu-b27-B27-000134;qr-b27-B27-000134;
