ID;Kontinent;Land;Region;Gattung;Unterkategorie;Fachlicher_Name;Gebraeuchlicher_Name_DE;Synonyme;Nutzung_Stichworte;Wirkung_Stichworte;Merkmale_Kurz;Besonderes;Band_Kapitel_Referenz;Bild_Platzhalter;QR_Platzhalter;Quelle_URL_oder_Kuerzel
B27-010084;Ozeanien;Neuseeland;;Tee;Oolong;Salvia rosmarinus;Rosmarin;Rosmarinus;"Fisch;Fleisch";aromatisch;blumig;selten;;illu-b27-B27-010084;qr-b27-B27-010084;
B27-010085;Asien;Indien;;Harz;Harz;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Sauce;Marinade";verdauungsfördernd;rauchig;selten;;illu-b27-B27-010085;qr-b27-B27-010085;
B27-010086;Asien;Indonesien;;Samen;Samen;Crocus sativus;Safran;Saffran;"Currys;Mischung";beruhigend;herb;selten;;illu-b27-B27-010086;qr-b27-B27-010086;
B27-010087;Asien;Indonesien;;Kräuter;Lamiaceae;Mentha spicata;Minze;Spearmint;"Würzen;Einlegen";beruhigend;würzig;kultisch;;illu-b27-B27-010087;qr-b27-B27-010087;
B27-010088;Asien;Thailand;;Kräuter;Lamiaceae;Mentha x piperita;Pfefferminze;;"Backen;Dessert";verdauungsfördernd;holzartig;DOP;;illu-b27-B27-010088;qr-b27-B27-010088;
B27-010089;Nordamerika;Kanada;;Blätter;Blätter;Theobroma cacao;Kakao;Cocoa;"Parfum;Räuchern";schärfe;harzig;historisch;;illu-b27-B27-010089;qr-b27-B27-010089;
B27-010090;Südamerika;Kolumbien;;Gewürz;Beerengewürz;Capsicum annuum;Paprika;Chili;"Snack;Süssspeisen";wärmend;nussig;fermentiert;;illu-b27-B27-010090;qr-b27-B27-010090;
B27-010091;Afrika;Madagaskar;;Getränk;Tee;Syzygium aromaticum;Nelke;Gewürznelke;"Backen;Dessert";anregend;zitronig;kultisch;;illu-b27-B27-010091;qr-b27-B27-010091;
B27-010092;Asien;Nepal;;Gewürz;Samen;Myristica fragrans;Muskatnuss;Muskat;"Currys;Mischung";appetitanregend;rauchig;fermentiert;;illu-b27-B27-010092;qr-b27-B27-010092;
B27-010093;Asien;Iran;;Getränk;Kaffee;Erythroxylum coca;Coca-Blatt;;"Medizin;Heilung";aromatisch;herb;reguliert;;illu-b27-B27-010093;qr-b27-B27-010093;
B27-010094;Ozeanien;Papua-Neuguinea;;Salz;Steinsalz;Wasabia japonica;Wasabi;;"Sauce;Marinade";edel;harzig;historisch;;illu-b27-B27-010094;qr-b27-B27-010094;
B27-010095;Ozeanien;Fidschi;;Wurzel;Rhizome;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Backen;Dessert";kühl;süsslich;DOP;;illu-b27-B27-010095;qr-b27-B27-010095;
B27-010096;Südamerika;Venezuela;;Samen;Samen;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Fisch;Fleisch";beruhigend;harzig;selten;;illu-b27-B27-010096;qr-b27-B27-010096;
B27-010097;Afrika;Ägypten;;Tee;Schwarztee;Theobroma cacao;Kakao;Cocoa;"Finish;Tafel";appetitanregend;süsslich;historisch;;illu-b27-B27-010097;qr-b27-B27-010097;
B27-010098;Südamerika;Chile;;Tee;Grüntee;Laurus nobilis;Lorbeer;Bay Leaf;"Medizin;Heilung";kühl;erdig;hochwertig;;illu-b27-B27-010098;qr-b27-B27-010098;
B27-010099;Ozeanien;Neuseeland;;Öl;Pflanzenöl;Vanilla planifolia;Vanille;Bourbon;"Medizin;Heilung";edel;blumig;kultisch;;illu-b27-B27-010099;qr-b27-B27-010099;
B27-010100;Afrika;Nigeria;;Getränk;Tee;Nigella sativa;Schwarzkümmel;Kalonji;"Backen;Dessert";verdauungsfördernd;würzig;selten;;illu-b27-B27-010100;qr-b27-B27-010100;
B27-010101;Europa;Griechenland;;Frucht;Früchte;Coriandrum sativum;Koriander;Koriandersamen;"Tee;Getränk";wärmend;harzig;fermentiert;;illu-b27-B27-010101;qr-b27-B27-010101;
B27-010102;Ozeanien;Fidschi;;Salz;Steinsalz;Capsicum chinense;Habanero;;"Würzen;Einlegen";mild;erdig;selten;;illu-b27-B27-010102;qr-b27-B27-010102;
B27-010103;Afrika;Tansania;;Getränk;Tee;Piper nigrum;Pfeffer;Tellicherry;"Fisch;Fleisch";beruhigend;erdig;reguliert;;illu-b27-B27-010103;qr-b27-B27-010103;
B27-010104;Südamerika;Venezuela;;Öl;Pflanzenöl;Boswellia sacra;Weihrauch;Olibanum;"Suppen;Eintopf";mild;harzig;fermentiert;;illu-b27-B27-010104;qr-b27-B27-010104;
B27-010105;Afrika;Südafrika;;Kräuter;Lamiaceae;Armoracia rusticana;Meerrettich;Kren;"Würzen;Einlegen";aromatisch;erdig;fermentiert;;illu-b27-B27-010105;qr-b27-B27-010105;
B27-010106;Asien;Kambodscha;;Mineral;Würze;Theobroma cacao;Kakao;Cocoa;"Snack;Süssspeisen";verdauungsfördernd;blumig;reguliert;;illu-b27-B27-010106;qr-b27-B27-010106;
B27-010107;Südamerika;Kolumbien;;Heilpflanze;Präparat;Wasabia japonica;Wasabi;;"Backen;Dessert";wärmend;holzartig;fermentiert;;illu-b27-B27-010107;qr-b27-B27-010107;
B27-010108;Nordamerika;Guatemala;;Getränk;Kakao;Piper nigrum;Pfeffer;Tellicherry;Aromatherapie;appetitanregend;blumig;reguliert;;illu-b27-B27-010108;qr-b27-B27-010108;
B27-010109;Asien;China;;Getränk;Kakao;Mentha spicata;Minze;Spearmint;Aromatherapie;aromatisch;zitronig;historisch;;illu-b27-B27-010109;qr-b27-B27-010109;
B27-010110;Europa;Portugal;;Harz;Harz;Coffea arabica;Kaffee;Arabica;"Backen;Dessert";appetitanregend;erdig;fermentiert;;illu-b27-B27-010110;qr-b27-B27-010110;
B27-010111;Ozeanien;Fidschi;;Mineral;Würze;Thymus vulgaris;Thymian;Thym;"Finish;Tafel";schärfe;zitronig;fermentiert;;illu-b27-B27-010111;qr-b27-B27-010111;
B27-010112;Afrika;Ägypten;;Tee;Oolong;Mentha spicata;Minze;Spearmint;"Tee;Getränk";schärfe;zitronig;DOP;;illu-b27-B27-010112;qr-b27-B27-010112;
B27-010113;Ozeanien;Papua-Neuguinea;;Getränk;Tee;Crocus sativus;Safran;Saffran;"Snack;Süssspeisen";schärfe;erdig;regional variabel;;illu-b27-B27-010113;qr-b27-B27-010113;
B27-010114;Nordamerika;Kuba;;Tee;Oolong;Zingiber officinale;Ingwer;Ginger;"Currys;Mischung";anregend;erdig;kultisch;;illu-b27-B27-010114;qr-b27-B27-010114;
B27-010115;Nordamerika;Guatemala;;Blätter;Blätter;Thymus vulgaris;Thymian;Thym;"Finish;Tafel";edel;herb;kultisch;;illu-b27-B27-010115;qr-b27-B27-010115;
B27-010116;Südamerika;Kolumbien;;Tee;Schwarztee;Boswellia sacra;Weihrauch;Olibanum;"Snack;Süssspeisen";kühl;fruchtig;DOP;;illu-b27-B27-010116;qr-b27-B27-010116;
B27-010117;Nordamerika;Kanada;;Frucht;Früchte;Commiphora myrrha;Myrrhe;;"Finish;Tafel";wärmend;zitronig;regional variabel;;illu-b27-B27-010117;qr-b27-B27-010117;
B27-010118;Asien;Indonesien;;Samen;Samen;Crocus sativus;Safran;Saffran;"Medizin;Heilung";anregend;rauchig;historisch;;illu-b27-B27-010118;qr-b27-B27-010118;
B27-010119;Afrika;Madagaskar;;Tee;Schwarztee;Vanilla planifolia;Vanille;Bourbon;"Currys;Mischung";anregend;rauchig;selten;;illu-b27-B27-010119;qr-b27-B27-010119;
B27-010120;Ozeanien;Fidschi;;Essenz;Aromatisch;Origanum vulgare;Oregano;;"Finish;Tafel";verdauungsfördernd;würzig;DOP;;illu-b27-B27-010120;qr-b27-B27-010120;
B27-010121;Asien;Sri Lanka;;Essenz;Aromatisch;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Snack;Süssspeisen";aromatisch;rauchig;reguliert;;illu-b27-B27-010121;qr-b27-B27-010121;
B27-010122;Afrika;Madagaskar;;Tee;Oolong;Capsicum annuum;Paprika;Chili;"Medizin;Heilung";verdauungsfördernd;würzig;reguliert;;illu-b27-B27-010122;qr-b27-B27-010122;
B27-010123;Ozeanien;Papua-Neuguinea;;Wurzel;Rhizome;Syzygium aromaticum;Nelke;Gewürznelke;"Finish;Tafel";anregend;nussig;hochwertig;;illu-b27-B27-010123;qr-b27-B27-010123;
B27-010124;Afrika;Tansania;;Schote;Orchidaceae;Piper nigrum;Pfeffer;Tellicherry;"Finish;Tafel";aromatisch;blumig;regional variabel;;illu-b27-B27-010124;qr-b27-B27-010124;
B27-010125;Europa;Ungarn;;Tee;Oolong;Origanum vulgare;Oregano;;Aromatherapie;beruhigend;würzig;hochwertig;;illu-b27-B27-010125;qr-b27-B27-010125;
B27-010126;Südamerika;Venezuela;;Getränk;Kaffee;Coffea arabica;Kaffee;Arabica;Aromatherapie;anregend;blumig;AOP;;illu-b27-B27-010126;qr-b27-B27-010126;
B27-010127;Europa;Griechenland;;Harz;Harz;Curcuma longa;Kurkuma;Gelbwurz;"Würzen;Einlegen";appetitanregend;fruchtig;regional variabel;;illu-b27-B27-010127;qr-b27-B27-010127;
B27-010128;Asien;Sri Lanka;;Tee;Schwarztee;Allium cepa;Zwiebel;Onion;"Medizin;Heilung";edel;zitronig;hochwertig;;illu-b27-B27-010128;qr-b27-B27-010128;
B27-010129;Ozeanien;Neuseeland;;Schote;Orchidaceae;Mentha x piperita;Pfefferminze;;"Sauce;Marinade";wärmend;rauchig;selten;;illu-b27-B27-010129;qr-b27-B27-010129;
B27-010130;Asien;China;;Schote;Orchidaceae;Wasabia japonica;Wasabi;;"Suppen;Eintopf";appetitanregend;herb;fermentiert;;illu-b27-B27-010130;qr-b27-B27-010130;
B27-010131;Nordamerika;Mexiko;;Heilpflanze;Präparat;Thymus vulgaris;Thymian;Thym;"Backen;Dessert";anregend;herb;historisch;;illu-b27-B27-010131;qr-b27-B27-010131;
B27-010132;Afrika;Marokko;;Kräuter;Lamiaceae;Commiphora myrrha;Myrrhe;;"Tee;Getränk";aromatisch;herb;AOP;;illu-b27-B27-010132;qr-b27-B27-010132;
B27-010133;Ozeanien;Fidschi;;Tee;Grüntee;Mentha spicata;Minze;Spearmint;"Snack;Süssspeisen";anregend;erdig;reguliert;;illu-b27-B27-010133;qr-b27-B27-010133;
B27-010134;Südamerika;Brasilien;;Tee;Oolong;Foeniculum vulgare;Fenchel;Finocchio;"Currys;Mischung";schärfe;nussig;kultisch;;illu-b27-B27-010134;qr-b27-B27-010134;
B27-010135;Afrika;Tansania;;Essenz;Aromatisch;Allium sativum;Knoblauch;Garlic;"Snack;Süssspeisen";verdauungsfördernd;rauchig;historisch;;illu-b27-B27-010135;qr-b27-B27-010135;
