ID;Kontinent;Land;Region;Gattung;Unterkategorie;Fachlicher_Name;Gebraeuchlicher_Name_DE;Synonyme;Nutzung_Stichworte;Wirkung_Stichworte;Merkmale_Kurz;Besonderes;Band_Kapitel_Referenz;Bild_Platzhalter;QR_Platzhalter;Quelle_URL_oder_Kuerzel
B27-005016;Ozeanien;Fidschi;;Gewürz;Samen;Commiphora myrrha;Myrrhe;;"Sauce;Marinade";appetitanregend;zitronig;selten;;illu-b27-B27-005016;qr-b27-B27-005016;
B27-005017;Ozeanien;Papua-Neuguinea;;Getränk;Tee;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Snack;Süssspeisen";wärmend;harzig;hochwertig;;illu-b27-B27-005017;qr-b27-B27-005017;
B27-005018;Afrika;Nigeria;;Gewürz;Beerengewürz;Foeniculum vulgare;Fenchel;Finocchio;"Suppen;Eintopf";kühl;zitronig;selten;;illu-b27-B27-005018;qr-b27-B27-005018;
B27-005019;Südamerika;Argentinien;;Gewürz;Schoten;Coriandrum sativum;Koriander;Koriandersamen;"Snack;Süssspeisen";beruhigend;zitronig;fermentiert;;illu-b27-B27-005019;qr-b27-B27-005019;
B27-005020;Ozeanien;Fidschi;;Salz;Meersalz;Capsicum annuum;Paprika;Chili;"Suppen;Eintopf";appetitanregend;nussig;hochwertig;;illu-b27-B27-005020;qr-b27-B27-005020;
B27-005021;Nordamerika;Mexiko;;Samen;Samen;Thymus vulgaris;Thymian;Thym;"Finish;Tafel";beruhigend;harzig;historisch;;illu-b27-B27-005021;qr-b27-B27-005021;
B27-005022;Asien;Vietnam;;Harz;Harz;Myristica fragrans;Muskatnuss;Muskat;"Sauce;Marinade";appetitanregend;zitronig;Basis für Mischungen;;illu-b27-B27-005022;qr-b27-B27-005022;
B27-005023;Afrika;Marokko;;Tee;Grüntee;Nigella sativa;Schwarzkümmel;Kalonji;"Sauce;Marinade";aromatisch;erdig;regional variabel;;illu-b27-B27-005023;qr-b27-B27-005023;
B27-005024;Ozeanien;Australien;;Getränk;Kakao;Mentha x piperita;Pfefferminze;;"Fisch;Fleisch";aromatisch;rauchig;hochwertig;;illu-b27-B27-005024;qr-b27-B27-005024;
B27-005025;Afrika;Nigeria;;Schote;Orchidaceae;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Suppen;Eintopf";aromatisch;erdig;reguliert;;illu-b27-B27-005025;qr-b27-B27-005025;
B27-005026;Europa;Portugal;;Tee;Schwarztee;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Snack;Süssspeisen";wärmend;blumig;fermentiert;;illu-b27-B27-005026;qr-b27-B27-005026;
B27-005027;Ozeanien;Papua-Neuguinea;;Mischung;Gewürzmischung;Coriandrum sativum;Koriander;Koriandersamen;"Finish;Tafel";mild;blumig;fermentiert;;illu-b27-B27-005027;qr-b27-B27-005027;
B27-005028;Ozeanien;Australien;;Getränk;Tee;Allium cepa;Zwiebel;Onion;"Finish;Tafel";appetitanregend;nussig;fermentiert;;illu-b27-B27-005028;qr-b27-B27-005028;
B27-005029;Asien;Thailand;;Gewürz;Beerengewürz;Myristica fragrans;Muskatnuss;Muskat;"Snack;Süssspeisen";schärfe;süsslich;AOP;;illu-b27-B27-005029;qr-b27-B27-005029;
B27-005030;Südamerika;Chile;;Samen;Samen;Commiphora myrrha;Myrrhe;;"Suppen;Eintopf";appetitanregend;blumig;fermentiert;;illu-b27-B27-005030;qr-b27-B27-005030;
B27-005031;Nordamerika;Jamaika;;Getränk;Kakao;Commiphora myrrha;Myrrhe;;"Tee;Getränk";mild;süsslich;kultisch;;illu-b27-B27-005031;qr-b27-B27-005031;
B27-005032;Südamerika;Chile;;Getränk;Tee;Camellia sinensis;Tee;Grüntee;"Currys;Mischung";schärfe;nussig;kultisch;;illu-b27-B27-005032;qr-b27-B27-005032;
B27-005033;Südamerika;Venezuela;;Schote;Orchidaceae;Laurus nobilis;Lorbeer;Bay Leaf;"Snack;Süssspeisen";beruhigend;rauchig;historisch;;illu-b27-B27-005033;qr-b27-B27-005033;
B27-005034;Südamerika;Venezuela;;Heilpflanze;Präparat;Vanilla planifolia;Vanille;Bourbon;"Suppen;Eintopf";anregend;holzartig;fermentiert;;illu-b27-B27-005034;qr-b27-B27-005034;
B27-005035;Ozeanien;Fidschi;;Frucht;Früchte;Thymus vulgaris;Thymian;Thym;"Backen;Dessert";mild;harzig;DOP;;illu-b27-B27-005035;qr-b27-B27-005035;
B27-005036;Ozeanien;Neuseeland;;Blätter;Blätter;Capsicum annuum;Paprika;Chili;"Suppen;Eintopf";wärmend;harzig;Basis für Mischungen;;illu-b27-B27-005036;qr-b27-B27-005036;
B27-005037;Ozeanien;Fidschi;;Mineral;Würze;Wasabia japonica;Wasabi;;Aromatherapie;edel;harzig;kultisch;;illu-b27-B27-005037;qr-b27-B27-005037;
B27-005038;Asien;Vietnam;;Wurzel;Rhizome;Vanilla planifolia;Vanille;Bourbon;"Würzen;Einlegen";anregend;blumig;regional variabel;;illu-b27-B27-005038;qr-b27-B27-005038;
B27-005039;Asien;Indien;;Tee;Oolong;Crocus sativus;Safran;Saffran;"Snack;Süssspeisen";schärfe;holzartig;historisch;;illu-b27-B27-005039;qr-b27-B27-005039;
B27-005040;Afrika;Äthiopien;;Tee;Grüntee;Nigella sativa;Schwarzkümmel;Kalonji;"Sauce;Marinade";edel;erdig;selten;;illu-b27-B27-005040;qr-b27-B27-005040;
B27-005041;Ozeanien;Australien;;Heilpflanze;Präparat;Origanum vulgare;Oregano;;"Medizin;Heilung";anregend;zitronig;kultisch;;illu-b27-B27-005041;qr-b27-B27-005041;
B27-005042;Europa;Portugal;;Mischung;Gewürzmischung;Nigella sativa;Schwarzkümmel;Kalonji;"Currys;Mischung";verdauungsfördernd;fruchtig;AOP;;illu-b27-B27-005042;qr-b27-B27-005042;
B27-005043;Afrika;Marokko;;Frucht;Früchte;Capsicum annuum;Paprika;Chili;"Snack;Süssspeisen";anregend;herb;hochwertig;;illu-b27-B27-005043;qr-b27-B27-005043;
B27-005044;Nordamerika;Kanada;;Blätter;Blätter;Wasabia japonica;Wasabi;;"Würzen;Einlegen";verdauungsfördernd;herb;regional variabel;;illu-b27-B27-005044;qr-b27-B27-005044;
B27-005045;Europa;Türkei;;Getränk;Tee;Capsicum annuum;Paprika;Chili;"Würzen;Einlegen";anregend;harzig;selten;;illu-b27-B27-005045;qr-b27-B27-005045;
B27-005046;Südamerika;Peru;;Öl;Pflanzenöl;Vanilla planifolia;Vanille;Bourbon;"Snack;Süssspeisen";anregend;erdig;DOP;;illu-b27-B27-005046;qr-b27-B27-005046;
B27-005047;Asien;Nepal;;Tee;Schwarztee;Thymus vulgaris;Thymian;Thym;Aromatherapie;edel;rauchig;hochwertig;;illu-b27-B27-005047;qr-b27-B27-005047;
B27-005048;Ozeanien;Fidschi;;Blätter;Blätter;Allium sativum;Knoblauch;Garlic;"Fisch;Fleisch";aromatisch;erdig;fermentiert;;illu-b27-B27-005048;qr-b27-B27-005048;
B27-005049;Südamerika;Venezuela;;Getränk;Kaffee;Thymus vulgaris;Thymian;Thym;"Currys;Mischung";appetitanregend;erdig;reguliert;;illu-b27-B27-005049;qr-b27-B27-005049;
B27-005050;Asien;Sri Lanka;;Gewürz;Schoten;Laurus nobilis;Lorbeer;Bay Leaf;"Tee;Getränk";wärmend;erdig;hochwertig;;illu-b27-B27-005050;qr-b27-B27-005050;
B27-005051;Asien;Indonesien;;Getränk;Kakao;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Finish;Tafel";schärfe;süsslich;hochwertig;;illu-b27-B27-005051;qr-b27-B27-005051;
B27-005052;Südamerika;Brasilien;;Samen;Samen;Commiphora myrrha;Myrrhe;;"Sauce;Marinade";schärfe;würzig;kultisch;;illu-b27-B27-005052;qr-b27-B27-005052;
B27-005053;Asien;Indien;;Gewürz;Beerengewürz;Mentha spicata;Minze;Spearmint;"Würzen;Einlegen";mild;holzartig;historisch;;illu-b27-B27-005053;qr-b27-B27-005053;
B27-005054;Nordamerika;Mexiko;;Gewürz;Schoten;Theobroma cacao;Kakao;Cocoa;"Snack;Süssspeisen";wärmend;rauchig;fermentiert;;illu-b27-B27-005054;qr-b27-B27-005054;
B27-005055;Asien;Thailand;;Gewürz;Samen;Theobroma cacao;Kakao;Cocoa;"Suppen;Eintopf";mild;rauchig;hochwertig;;illu-b27-B27-005055;qr-b27-B27-005055;
B27-005056;Südamerika;Venezuela;;Gewürz;Beerengewürz;Vanilla planifolia;Vanille;Bourbon;"Currys;Mischung";edel;fruchtig;selten;;illu-b27-B27-005056;qr-b27-B27-005056;
B27-005057;Ozeanien;Australien;;Heilpflanze;Präparat;Syzygium aromaticum;Nelke;Gewürznelke;"Finish;Tafel";kühl;holzartig;AOP;;illu-b27-B27-005057;qr-b27-B27-005057;
B27-005058;Asien;Kambodscha;;Schote;Orchidaceae;Boswellia sacra;Weihrauch;Olibanum;"Parfum;Räuchern";wärmend;erdig;Basis für Mischungen;;illu-b27-B27-005058;qr-b27-B27-005058;
B27-005059;Asien;Vietnam;;Frucht;Früchte;Camellia sinensis;Tee;Grüntee;"Finish;Tafel";mild;süsslich;fermentiert;;illu-b27-B27-005059;qr-b27-B27-005059;
B27-005060;Asien;Vietnam;;Gewürz;Beerengewürz;Wasabia japonica;Wasabi;;"Würzen;Einlegen";aromatisch;nussig;kultisch;;illu-b27-B27-005060;qr-b27-B27-005060;
B27-005061;Ozeanien;Neuseeland;;Harz;Harz;Mentha spicata;Minze;Spearmint;"Backen;Dessert";anregend;erdig;DOP;;illu-b27-B27-005061;qr-b27-B27-005061;
B27-005062;Nordamerika;Mexiko;;Blätter;Blätter;Theobroma cacao;Kakao;Cocoa;Aromatherapie;verdauungsfördernd;fruchtig;AOP;;illu-b27-B27-005062;qr-b27-B27-005062;
B27-005063;Südamerika;Bolivien;;Heilpflanze;Präparat;Crocus sativus;Safran;Saffran;"Currys;Mischung";verdauungsfördernd;harzig;AOP;;illu-b27-B27-005063;qr-b27-B27-005063;
B27-005064;Asien;Kambodscha;;Tee;Grüntee;Allium sativum;Knoblauch;Garlic;"Würzen;Einlegen";kühl;erdig;hochwertig;;illu-b27-B27-005064;qr-b27-B27-005064;
B27-005065;Südamerika;Peru;;Blätter;Blätter;Laurus nobilis;Lorbeer;Bay Leaf;"Tee;Getränk";kühl;herb;hochwertig;;illu-b27-B27-005065;qr-b27-B27-005065;
B27-005066;Europa;Ungarn;;Frucht;Früchte;Allium sativum;Knoblauch;Garlic;"Snack;Süssspeisen";verdauungsfördernd;holzartig;selten;;illu-b27-B27-005066;qr-b27-B27-005066;
B27-005067;Afrika;Südafrika;;Samen;Samen;Origanum vulgare;Oregano;;"Medizin;Heilung";kühl;nussig;AOP;;illu-b27-B27-005067;qr-b27-B27-005067;
B27-005068;Europa;Griechenland;;Öl;Pflanzenöl;Ocimum basilicum;Basilikum;Basilico;"Fisch;Fleisch";schärfe;herb;reguliert;;illu-b27-B27-005068;qr-b27-B27-005068;
B27-005069;Europa;Österreich;;Getränk;Kaffee;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Fisch;Fleisch";kühl;zitronig;hochwertig;;illu-b27-B27-005069;qr-b27-B27-005069;
B27-005070;Ozeanien;Neuseeland;;Kräuter;Lamiaceae;Commiphora myrrha;Myrrhe;;"Backen;Dessert";mild;würzig;AOP;;illu-b27-B27-005070;qr-b27-B27-005070;
B27-005071;Asien;Nepal;;Heilpflanze;Präparat;Zingiber officinale;Ingwer;Ginger;"Würzen;Einlegen";anregend;süsslich;AOP;;illu-b27-B27-005071;qr-b27-B27-005071;
B27-005072;Afrika;Madagaskar;;Mischung;Gewürzmischung;Allium sativum;Knoblauch;Garlic;"Suppen;Eintopf";edel;holzartig;hochwertig;;illu-b27-B27-005072;qr-b27-B27-005072;
B27-005073;Europa;Deutschland;;Heilpflanze;Präparat;Vanilla planifolia;Vanille;Bourbon;Aromatherapie;edel;zitronig;AOP;;illu-b27-B27-005073;qr-b27-B27-005073;
B27-005074;Asien;Indonesien;;Essenz;Aromatisch;Thymus vulgaris;Thymian;Thym;"Fisch;Fleisch";verdauungsfördernd;herb;Basis für Mischungen;;illu-b27-B27-005074;qr-b27-B27-005074;
B27-005075;Afrika;Äthiopien;;Harz;Harz;Salvia rosmarinus;Rosmarin;Rosmarinus;"Parfum;Räuchern";aromatisch;holzartig;DOP;;illu-b27-B27-005075;qr-b27-B27-005075;
B27-005076;Afrika;Marokko;;Heilpflanze;Präparat;Boswellia sacra;Weihrauch;Olibanum;"Würzen;Einlegen";wärmend;erdig;hochwertig;;illu-b27-B27-005076;qr-b27-B27-005076;
B27-005077;Europa;Griechenland;;Gewürz;Schoten;Thymus vulgaris;Thymian;Thym;"Würzen;Einlegen";wärmend;holzartig;fermentiert;;illu-b27-B27-005077;qr-b27-B27-005077;
B27-005078;Asien;China;;Tee;Grüntee;Coriandrum sativum;Koriander;Koriandersamen;"Backen;Dessert";edel;würzig;kultisch;;illu-b27-B27-005078;qr-b27-B27-005078;
B27-005079;Europa;Ungarn;;Blätter;Blätter;Vanilla planifolia;Vanille;Bourbon;Aromatherapie;mild;zitronig;DOP;;illu-b27-B27-005079;qr-b27-B27-005079;
B27-005080;Afrika;Äthiopien;;Mineral;Würze;Allium sativum;Knoblauch;Garlic;"Tee;Getränk";kühl;herb;kultisch;;illu-b27-B27-005080;qr-b27-B27-005080;
B27-005081;Südamerika;Bolivien;;Getränk;Tee;Laurus nobilis;Lorbeer;Bay Leaf;"Snack;Süssspeisen";schärfe;erdig;selten;;illu-b27-B27-005081;qr-b27-B27-005081;
B27-005082;Asien;Indien;;Getränk;Kaffee;Camellia sinensis;Tee;Grüntee;"Parfum;Räuchern";edel;zitronig;AOP;;illu-b27-B27-005082;qr-b27-B27-005082;
B27-005083;Ozeanien;Fidschi;;Heilpflanze;Präparat;Mentha spicata;Minze;Spearmint;"Tee;Getränk";schärfe;blumig;hochwertig;;illu-b27-B27-005083;qr-b27-B27-005083;
B27-005084;Europa;Italien;;Kräuter;Lamiaceae;Ocimum basilicum;Basilikum;Basilico;"Sauce;Marinade";appetitanregend;holzartig;hochwertig;;illu-b27-B27-005084;qr-b27-B27-005084;
B27-005085;Nordamerika;Mexiko;;Getränk;Tee;Armoracia rusticana;Meerrettich;Kren;"Medizin;Heilung";kühl;blumig;historisch;;illu-b27-B27-005085;qr-b27-B27-005085;
B27-005086;Asien;Nepal;;Getränk;Kaffee;Zingiber officinale;Ingwer;Ginger;"Snack;Süssspeisen";aromatisch;erdig;DOP;;illu-b27-B27-005086;qr-b27-B27-005086;
B27-005087;Südamerika;Ecuador;;Blätter;Blätter;Vanilla planifolia;Vanille;Bourbon;"Würzen;Einlegen";appetitanregend;erdig;historisch;;illu-b27-B27-005087;qr-b27-B27-005087;
B27-005088;Ozeanien;Neuseeland;;Salz;Meersalz;Boswellia sacra;Weihrauch;Olibanum;"Parfum;Räuchern";verdauungsfördernd;herb;DOP;;illu-b27-B27-005088;qr-b27-B27-005088;
B27-005089;Europa;Schweiz;;Heilpflanze;Präparat;Coriandrum sativum;Koriander;Koriandersamen;"Suppen;Eintopf";mild;würzig;regional variabel;;illu-b27-B27-005089;qr-b27-B27-005089;
B27-005090;Asien;Japan;;Kräuter;Lamiaceae;Crocus sativus;Safran;Saffran;"Fisch;Fleisch";beruhigend;fruchtig;fermentiert;;illu-b27-B27-005090;qr-b27-B27-005090;
B27-005091;Nordamerika;Guatemala;;Mineral;Würze;Mentha spicata;Minze;Spearmint;"Suppen;Eintopf";schärfe;zitronig;regional variabel;;illu-b27-B27-005091;qr-b27-B27-005091;
B27-005092;Ozeanien;Neuseeland;;Salz;Steinsalz;Capsicum chinense;Habanero;;"Backen;Dessert";verdauungsfördernd;nussig;hochwertig;;illu-b27-B27-005092;qr-b27-B27-005092;
B27-005093;Nordamerika;Kuba;;Tee;Oolong;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Currys;Mischung";verdauungsfördernd;holzartig;regional variabel;;illu-b27-B27-005093;qr-b27-B27-005093;
B27-005094;Europa;Spanien;;Wurzel;Rhizome;Origanum vulgare;Oregano;;"Suppen;Eintopf";anregend;süsslich;reguliert;;illu-b27-B27-005094;qr-b27-B27-005094;
B27-005095;Europa;Ungarn;;Samen;Samen;Curcuma longa;Kurkuma;Gelbwurz;"Parfum;Räuchern";aromatisch;herb;fermentiert;;illu-b27-B27-005095;qr-b27-B27-005095;
B27-005096;Asien;Kambodscha;;Frucht;Früchte;Capsicum chinense;Habanero;;"Suppen;Eintopf";verdauungsfördernd;rauchig;historisch;;illu-b27-B27-005096;qr-b27-B27-005096;
B27-005097;Südamerika;Venezuela;;Frucht;Früchte;Vanilla planifolia;Vanille;Bourbon;"Tee;Getränk";schärfe;würzig;kultisch;;illu-b27-B27-005097;qr-b27-B27-005097;
B27-005098;Nordamerika;Guatemala;;Schote;Orchidaceae;Allium sativum;Knoblauch;Garlic;"Snack;Süssspeisen";kühl;würzig;Basis für Mischungen;;illu-b27-B27-005098;qr-b27-B27-005098;
B27-005099;Nordamerika;USA;;Tee;Oolong;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Finish;Tafel";appetitanregend;blumig;hochwertig;;illu-b27-B27-005099;qr-b27-B27-005099;
B27-005100;Europa;Türkei;;Getränk;Kaffee;Crocus sativus;Safran;Saffran;"Medizin;Heilung";anregend;holzartig;hochwertig;;illu-b27-B27-005100;qr-b27-B27-005100;
B27-005101;Afrika;Tansania;;Schote;Orchidaceae;Mentha x piperita;Pfefferminze;;Aromatherapie;schärfe;blumig;reguliert;;illu-b27-B27-005101;qr-b27-B27-005101;
B27-005102;Südamerika;Kolumbien;;Mineral;Würze;Mentha spicata;Minze;Spearmint;"Sauce;Marinade";beruhigend;herb;fermentiert;;illu-b27-B27-005102;qr-b27-B27-005102;
B27-005103;Südamerika;Bolivien;;Schote;Orchidaceae;Capsicum annuum;Paprika;Chili;"Würzen;Einlegen";verdauungsfördernd;erdig;fermentiert;;illu-b27-B27-005103;qr-b27-B27-005103;
B27-005104;Asien;Vietnam;;Tee;Grüntee;Mentha spicata;Minze;Spearmint;"Medizin;Heilung";kühl;würzig;hochwertig;;illu-b27-B27-005104;qr-b27-B27-005104;
B27-005105;Ozeanien;Fidschi;;Frucht;Früchte;Capsicum annuum;Paprika;Chili;"Currys;Mischung";kühl;nussig;Basis für Mischungen;;illu-b27-B27-005105;qr-b27-B27-005105;
B27-005106;Afrika;Madagaskar;;Mineral;Würze;Piper nigrum;Pfeffer;Tellicherry;Aromatherapie;mild;würzig;hochwertig;;illu-b27-B27-005106;qr-b27-B27-005106;
B27-005107;Europa;Spanien;;Essenz;Aromatisch;Armoracia rusticana;Meerrettich;Kren;"Fisch;Fleisch";verdauungsfördernd;erdig;Basis für Mischungen;;illu-b27-B27-005107;qr-b27-B27-005107;
B27-005108;Ozeanien;Australien;;Heilpflanze;Präparat;Curcuma longa;Kurkuma;Gelbwurz;"Parfum;Räuchern";appetitanregend;holzartig;AOP;;illu-b27-B27-005108;qr-b27-B27-005108;
B27-005109;Nordamerika;Jamaika;;Tee;Schwarztee;Crocus sativus;Safran;Saffran;"Fisch;Fleisch";kühl;holzartig;kultisch;;illu-b27-B27-005109;qr-b27-B27-005109;
B27-005110;Nordamerika;Kuba;;Salz;Steinsalz;Crocus sativus;Safran;Saffran;"Backen;Dessert";mild;herb;regional variabel;;illu-b27-B27-005110;qr-b27-B27-005110;
B27-005111;Südamerika;Chile;;Mineral;Würze;Mentha x piperita;Pfefferminze;;"Sauce;Marinade";schärfe;nussig;reguliert;;illu-b27-B27-005111;qr-b27-B27-005111;
B27-005112;Südamerika;Brasilien;;Kräuter;Lamiaceae;Cinnamomum verum;Zimt (Ceylon);Kaneel;Aromatherapie;anregend;nussig;kultisch;;illu-b27-B27-005112;qr-b27-B27-005112;
B27-005113;Europa;Ungarn;;Essenz;Aromatisch;Salvia rosmarinus;Rosmarin;Rosmarinus;"Snack;Süssspeisen";kühl;rauchig;AOP;;illu-b27-B27-005113;qr-b27-B27-005113;
B27-005114;Ozeanien;Fidschi;;Mischung;Gewürzmischung;Armoracia rusticana;Meerrettich;Kren;"Backen;Dessert";schärfe;herb;kultisch;;illu-b27-B27-005114;qr-b27-B27-005114;
B27-005115;Südamerika;Peru;;Getränk;Kaffee;Foeniculum vulgare;Fenchel;Finocchio;"Würzen;Einlegen";wärmend;süsslich;kultisch;;illu-b27-B27-005115;qr-b27-B27-005115;
B27-005116;Asien;Vietnam;;Wurzel;Rhizome;Allium cepa;Zwiebel;Onion;"Medizin;Heilung";anregend;würzig;reguliert;;illu-b27-B27-005116;qr-b27-B27-005116;
B27-005117;Ozeanien;Fidschi;;Mineral;Würze;Mentha x piperita;Pfefferminze;;"Finish;Tafel";verdauungsfördernd;fruchtig;historisch;;illu-b27-B27-005117;qr-b27-B27-005117;
B27-005118;Ozeanien;Australien;;Harz;Harz;Syzygium aromaticum;Nelke;Gewürznelke;"Tee;Getränk";aromatisch;süsslich;reguliert;;illu-b27-B27-005118;qr-b27-B27-005118;
B27-005119;Afrika;Äthiopien;;Tee;Oolong;Laurus nobilis;Lorbeer;Bay Leaf;Aromatherapie;appetitanregend;erdig;regional variabel;;illu-b27-B27-005119;qr-b27-B27-005119;
B27-005120;Südamerika;Argentinien;;Öl;Pflanzenöl;Allium cepa;Zwiebel;Onion;"Sauce;Marinade";appetitanregend;rauchig;DOP;;illu-b27-B27-005120;qr-b27-B27-005120;
B27-005121;Asien;Indonesien;;Getränk;Kakao;Foeniculum vulgare;Fenchel;Finocchio;"Snack;Süssspeisen";aromatisch;herb;fermentiert;;illu-b27-B27-005121;qr-b27-B27-005121;
B27-005122;Europa;Türkei;;Getränk;Kaffee;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Parfum;Räuchern";anregend;harzig;fermentiert;;illu-b27-B27-005122;qr-b27-B27-005122;
B27-005123;Südamerika;Argentinien;;Tee;Oolong;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Tee;Getränk";anregend;holzartig;kultisch;;illu-b27-B27-005123;qr-b27-B27-005123;
B27-005124;Europa;Ungarn;;Gewürz;Schoten;Crocus sativus;Safran;Saffran;"Medizin;Heilung";kühl;süsslich;regional variabel;;illu-b27-B27-005124;qr-b27-B27-005124;
B27-005125;Afrika;Tansania;;Salz;Meersalz;Zingiber officinale;Ingwer;Ginger;"Medizin;Heilung";mild;würzig;selten;;illu-b27-B27-005125;qr-b27-B27-005125;
B27-005126;Ozeanien;Fidschi;;Getränk;Kakao;Piper nigrum;Pfeffer;Tellicherry;"Finish;Tafel";kühl;nussig;hochwertig;;illu-b27-B27-005126;qr-b27-B27-005126;
B27-005127;Asien;Iran;;Mischung;Gewürzmischung;Salvia rosmarinus;Rosmarin;Rosmarinus;"Parfum;Räuchern";mild;herb;AOP;;illu-b27-B27-005127;qr-b27-B27-005127;
B27-005128;Asien;Indonesien;;Mineral;Würze;Mentha spicata;Minze;Spearmint;"Finish;Tafel";mild;harzig;reguliert;;illu-b27-B27-005128;qr-b27-B27-005128;
B27-005129;Südamerika;Brasilien;;Mineral;Würze;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Suppen;Eintopf";kühl;süsslich;regional variabel;;illu-b27-B27-005129;qr-b27-B27-005129;
B27-005130;Südamerika;Kolumbien;;Gewürz;Beerengewürz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Currys;Mischung";edel;herb;Basis für Mischungen;;illu-b27-B27-005130;qr-b27-B27-005130;
B27-005131;Nordamerika;Kuba;;Blätter;Blätter;Syzygium aromaticum;Nelke;Gewürznelke;"Fisch;Fleisch";beruhigend;rauchig;hochwertig;;illu-b27-B27-005131;qr-b27-B27-005131;
B27-005132;Ozeanien;Fidschi;;Tee;Schwarztee;Commiphora myrrha;Myrrhe;;"Parfum;Räuchern";anregend;rauchig;Basis für Mischungen;;illu-b27-B27-005132;qr-b27-B27-005132;
B27-005133;Asien;Iran;;Harz;Harz;Mentha spicata;Minze;Spearmint;"Currys;Mischung";wärmend;holzartig;AOP;;illu-b27-B27-005133;qr-b27-B27-005133;
B27-005134;Südamerika;Ecuador;;Blätter;Blätter;Theobroma cacao;Kakao;Cocoa;"Medizin;Heilung";kühl;erdig;regional variabel;;illu-b27-B27-005134;qr-b27-B27-005134;
