ID;Kontinent;Land;Region;Gattung;Unterkategorie;Fachlicher_Name;Gebraeuchlicher_Name_DE;Synonyme;Nutzung_Stichworte;Wirkung_Stichworte;Merkmale_Kurz;Besonderes;Band_Kapitel_Referenz;Bild_Platzhalter;QR_Platzhalter;Quelle_URL_oder_Kuerzel
B27-015014;Nordamerika;USA;;Frucht;Früchte;Nigella sativa;Schwarzkümmel;Kalonji;"Sauce;Marinade";aromatisch;fruchtig;historisch;;illu-b27-B27-015014;qr-b27-B27-015014;
B27-015015;Nordamerika;USA;;Blätter;Blätter;Mentha spicata;Minze;Spearmint;"Suppen;Eintopf";anregend;nussig;selten;;illu-b27-B27-015015;qr-b27-B27-015015;
B27-015016;Ozeanien;Papua-Neuguinea;;Tee;Oolong;Coffea arabica;Kaffee;Arabica;"Tee;Getränk";appetitanregend;fruchtig;selten;;illu-b27-B27-015016;qr-b27-B27-015016;
B27-015017;Südamerika;Peru;;Salz;Meersalz;Crocus sativus;Safran;Saffran;"Fisch;Fleisch";aromatisch;blumig;regional variabel;;illu-b27-B27-015017;qr-b27-B27-015017;
B27-015018;Nordamerika;Kuba;;Blätter;Blätter;Elettaria cardamomum;Kardamom;Grüner Kardamom;Aromatherapie;beruhigend;rauchig;regional variabel;;illu-b27-B27-015018;qr-b27-B27-015018;
B27-015019;Afrika;Tansania;;Gewürz;Samen;Boswellia sacra;Weihrauch;Olibanum;Aromatherapie;beruhigend;würzig;historisch;;illu-b27-B27-015019;qr-b27-B27-015019;
B27-015020;Afrika;Madagaskar;;Tee;Grüntee;Vanilla planifolia;Vanille;Bourbon;"Würzen;Einlegen";wärmend;zitronig;historisch;;illu-b27-B27-015020;qr-b27-B27-015020;
B27-015021;Afrika;Kenia;;Gewürz;Samen;Origanum vulgare;Oregano;;"Finish;Tafel";mild;würzig;regional variabel;;illu-b27-B27-015021;qr-b27-B27-015021;
B27-015022;Afrika;Äthiopien;;Getränk;Kaffee;Curcuma longa;Kurkuma;Gelbwurz;"Sauce;Marinade";beruhigend;süsslich;kultisch;;illu-b27-B27-015022;qr-b27-B27-015022;
B27-015023;Nordamerika;USA;;Samen;Samen;Salvia rosmarinus;Rosmarin;Rosmarinus;"Medizin;Heilung";beruhigend;blumig;reguliert;;illu-b27-B27-015023;qr-b27-B27-015023;
B27-015024;Ozeanien;Fidschi;;Getränk;Kaffee;Coffea arabica;Kaffee;Arabica;"Fisch;Fleisch";verdauungsfördernd;nussig;selten;;illu-b27-B27-015024;qr-b27-B27-015024;
B27-015025;Europa;Schweiz;;Schote;Orchidaceae;Nigella sativa;Schwarzkümmel;Kalonji;"Parfum;Räuchern";wärmend;fruchtig;historisch;;illu-b27-B27-015025;qr-b27-B27-015025;
B27-015026;Asien;Sri Lanka;;Tee;Schwarztee;Mentha x piperita;Pfefferminze;;"Fisch;Fleisch";appetitanregend;süsslich;DOP;;illu-b27-B27-015026;qr-b27-B27-015026;
B27-015027;Südamerika;Ecuador;;Getränk;Kaffee;Mentha spicata;Minze;Spearmint;"Finish;Tafel";aromatisch;herb;regional variabel;;illu-b27-B27-015027;qr-b27-B27-015027;
B27-015028;Europa;Türkei;;Mischung;Gewürzmischung;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Finish;Tafel";anregend;herb;AOP;;illu-b27-B27-015028;qr-b27-B27-015028;
B27-015029;Ozeanien;Neuseeland;;Blätter;Blätter;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Suppen;Eintopf";edel;erdig;Basis für Mischungen;;illu-b27-B27-015029;qr-b27-B27-015029;
B27-015030;Ozeanien;Australien;;Frucht;Früchte;Nigella sativa;Schwarzkümmel;Kalonji;"Würzen;Einlegen";wärmend;rauchig;AOP;;illu-b27-B27-015030;qr-b27-B27-015030;
B27-015031;Südamerika;Argentinien;;Mischung;Gewürzmischung;Foeniculum vulgare;Fenchel;Finocchio;"Snack;Süssspeisen";verdauungsfördernd;rauchig;historisch;;illu-b27-B27-015031;qr-b27-B27-015031;
B27-015032;Südamerika;Kolumbien;;Gewürz;Beerengewürz;Syzygium aromaticum;Nelke;Gewürznelke;"Parfum;Räuchern";verdauungsfördernd;fruchtig;reguliert;;illu-b27-B27-015032;qr-b27-B27-015032;
B27-015033;Asien;Kambodscha;;Kräuter;Lamiaceae;Capsicum annuum;Paprika;Chili;"Tee;Getränk";wärmend;zitronig;hochwertig;;illu-b27-B27-015033;qr-b27-B27-015033;
B27-015034;Asien;Nepal;;Kräuter;Lamiaceae;Camellia sinensis;Tee;Grüntee;"Sauce;Marinade";kühl;holzartig;hochwertig;;illu-b27-B27-015034;qr-b27-B27-015034;
B27-015035;Südamerika;Kolumbien;;Tee;Schwarztee;Zingiber officinale;Ingwer;Ginger;"Medizin;Heilung";schärfe;erdig;fermentiert;;illu-b27-B27-015035;qr-b27-B27-015035;
B27-015036;Europa;Italien;;Kräuter;Lamiaceae;Ocimum basilicum;Basilikum;Basilico;"Snack;Süssspeisen";anregend;würzig;DOP;;illu-b27-B27-015036;qr-b27-B27-015036;
B27-015037;Asien;Thailand;;Samen;Samen;Mentha x piperita;Pfefferminze;;"Snack;Süssspeisen";kühl;süsslich;historisch;;illu-b27-B27-015037;qr-b27-B27-015037;
B27-015038;Nordamerika;Mexiko;;Heilpflanze;Präparat;Wasabia japonica;Wasabi;;"Würzen;Einlegen";edel;würzig;historisch;;illu-b27-B27-015038;qr-b27-B27-015038;
B27-015039;Afrika;Ägypten;;Essenz;Aromatisch;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Currys;Mischung";verdauungsfördernd;nussig;regional variabel;;illu-b27-B27-015039;qr-b27-B27-015039;
B27-015040;Afrika;Nigeria;;Gewürz;Samen;Crocus sativus;Safran;Saffran;"Currys;Mischung";mild;würzig;AOP;;illu-b27-B27-015040;qr-b27-B27-015040;
B27-015041;Südamerika;Venezuela;;Getränk;Kakao;Myristica fragrans;Muskatnuss;Muskat;"Würzen;Einlegen";appetitanregend;fruchtig;DOP;;illu-b27-B27-015041;qr-b27-B27-015041;
B27-015042;Afrika;Ägypten;;Tee;Oolong;Vanilla planifolia;Vanille;Bourbon;"Currys;Mischung";edel;zitronig;hochwertig;;illu-b27-B27-015042;qr-b27-B27-015042;
B27-015043;Afrika;Marokko;;Frucht;Früchte;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Würzen;Einlegen";anregend;blumig;reguliert;;illu-b27-B27-015043;qr-b27-B27-015043;
B27-015044;Asien;Kambodscha;;Kräuter;Lamiaceae;Vanilla planifolia;Vanille;Bourbon;"Backen;Dessert";aromatisch;holzartig;historisch;;illu-b27-B27-015044;qr-b27-B27-015044;
B27-015045;Afrika;Nigeria;;Getränk;Kaffee;Myristica fragrans;Muskatnuss;Muskat;"Fisch;Fleisch";verdauungsfördernd;zitronig;AOP;;illu-b27-B27-015045;qr-b27-B27-015045;
B27-015046;Europa;Ungarn;;Wurzel;Rhizome;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Currys;Mischung";wärmend;holzartig;Basis für Mischungen;;illu-b27-B27-015046;qr-b27-B27-015046;
B27-015047;Nordamerika;USA;;Gewürz;Samen;Wasabia japonica;Wasabi;;"Suppen;Eintopf";kühl;holzartig;Basis für Mischungen;;illu-b27-B27-015047;qr-b27-B27-015047;
B27-015048;Südamerika;Brasilien;;Getränk;Tee;Wasabia japonica;Wasabi;;"Currys;Mischung";schärfe;zitronig;regional variabel;;illu-b27-B27-015048;qr-b27-B27-015048;
B27-015049;Asien;Indonesien;;Gewürz;Schoten;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Sauce;Marinade";wärmend;blumig;regional variabel;;illu-b27-B27-015049;qr-b27-B27-015049;
B27-015050;Südamerika;Peru;;Heilpflanze;Präparat;Coriandrum sativum;Koriander;Koriandersamen;"Suppen;Eintopf";kühl;fruchtig;selten;;illu-b27-B27-015050;qr-b27-B27-015050;
B27-015051;Südamerika;Chile;;Tee;Grüntee;Coriandrum sativum;Koriander;Koriandersamen;"Currys;Mischung";anregend;erdig;AOP;;illu-b27-B27-015051;qr-b27-B27-015051;
B27-015052;Asien;Kambodscha;;Öl;Pflanzenöl;Foeniculum vulgare;Fenchel;Finocchio;"Fisch;Fleisch";verdauungsfördernd;erdig;hochwertig;;illu-b27-B27-015052;qr-b27-B27-015052;
B27-015053;Südamerika;Ecuador;;Essenz;Aromatisch;Nigella sativa;Schwarzkümmel;Kalonji;"Tee;Getränk";anregend;holzartig;reguliert;;illu-b27-B27-015053;qr-b27-B27-015053;
B27-015054;Europa;Griechenland;;Gewürz;Samen;Armoracia rusticana;Meerrettich;Kren;"Backen;Dessert";edel;herb;DOP;;illu-b27-B27-015054;qr-b27-B27-015054;
B27-015055;Europa;Frankreich;;Mineral;Würze;Mentha spicata;Minze;Spearmint;"Parfum;Räuchern";anregend;erdig;historisch;;illu-b27-B27-015055;qr-b27-B27-015055;
B27-015056;Ozeanien;Papua-Neuguinea;;Salz;Meersalz;Mentha spicata;Minze;Spearmint;"Sauce;Marinade";wärmend;rauchig;historisch;;illu-b27-B27-015056;qr-b27-B27-015056;
B27-015057;Ozeanien;Papua-Neuguinea;;Tee;Grüntee;Laurus nobilis;Lorbeer;Bay Leaf;"Snack;Süssspeisen";appetitanregend;harzig;reguliert;;illu-b27-B27-015057;qr-b27-B27-015057;
B27-015058;Asien;Indonesien;;Mischung;Gewürzmischung;Thymus vulgaris;Thymian;Thym;"Snack;Süssspeisen";wärmend;nussig;kultisch;;illu-b27-B27-015058;qr-b27-B27-015058;
B27-015059;Nordamerika;Jamaika;;Mischung;Gewürzmischung;Origanum vulgare;Oregano;;"Snack;Süssspeisen";verdauungsfördernd;harzig;AOP;;illu-b27-B27-015059;qr-b27-B27-015059;
B27-015060;Südamerika;Kolumbien;;Samen;Samen;Foeniculum vulgare;Fenchel;Finocchio;"Snack;Süssspeisen";kühl;herb;DOP;;illu-b27-B27-015060;qr-b27-B27-015060;
B27-015061;Südamerika;Venezuela;;Frucht;Früchte;Capsicum chinense;Habanero;;"Backen;Dessert";schärfe;süsslich;reguliert;;illu-b27-B27-015061;qr-b27-B27-015061;
B27-015062;Ozeanien;Neuseeland;;Salz;Meersalz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Suppen;Eintopf";aromatisch;holzartig;selten;;illu-b27-B27-015062;qr-b27-B27-015062;
B27-015063;Südamerika;Kolumbien;;Harz;Harz;Coriandrum sativum;Koriander;Koriandersamen;Aromatherapie;edel;holzartig;selten;;illu-b27-B27-015063;qr-b27-B27-015063;
B27-015064;Nordamerika;Kuba;;Gewürz;Samen;Nigella sativa;Schwarzkümmel;Kalonji;"Suppen;Eintopf";schärfe;nussig;AOP;;illu-b27-B27-015064;qr-b27-B27-015064;
B27-015065;Nordamerika;Mexiko;;Schote;Orchidaceae;Allium cepa;Zwiebel;Onion;"Suppen;Eintopf";anregend;herb;kultisch;;illu-b27-B27-015065;qr-b27-B27-015065;
B27-015066;Asien;Indien;;Getränk;Tee;Erythroxylum coca;Coca-Blatt;;"Finish;Tafel";verdauungsfördernd;süsslich;DOP;;illu-b27-B27-015066;qr-b27-B27-015066;
B27-015067;Ozeanien;Papua-Neuguinea;;Schote;Orchidaceae;Vanilla planifolia;Vanille;Bourbon;"Fisch;Fleisch";mild;nussig;historisch;;illu-b27-B27-015067;qr-b27-B27-015067;
B27-015068;Afrika;Nigeria;;Getränk;Tee;Thymus vulgaris;Thymian;Thym;"Tee;Getränk";beruhigend;würzig;Basis für Mischungen;;illu-b27-B27-015068;qr-b27-B27-015068;
B27-015069;Europa;Österreich;;Öl;Pflanzenöl;Capsicum chinense;Habanero;;"Backen;Dessert";beruhigend;zitronig;historisch;;illu-b27-B27-015069;qr-b27-B27-015069;
B27-015070;Afrika;Tansania;;Salz;Steinsalz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Snack;Süssspeisen";edel;zitronig;kultisch;;illu-b27-B27-015070;qr-b27-B27-015070;
B27-015071;Europa;Frankreich;;Salz;Meersalz;Mentha spicata;Minze;Spearmint;"Currys;Mischung";schärfe;süsslich;DOP;;illu-b27-B27-015071;qr-b27-B27-015071;
B27-015072;Ozeanien;Australien;;Schote;Orchidaceae;Capsicum annuum;Paprika;Chili;"Tee;Getränk";appetitanregend;harzig;Basis für Mischungen;;illu-b27-B27-015072;qr-b27-B27-015072;
B27-015073;Afrika;Tansania;;Wurzel;Rhizome;Origanum vulgare;Oregano;;"Medizin;Heilung";anregend;erdig;DOP;;illu-b27-B27-015073;qr-b27-B27-015073;
B27-015074;Nordamerika;Jamaika;;Wurzel;Rhizome;Allium cepa;Zwiebel;Onion;"Backen;Dessert";kühl;süsslich;DOP;;illu-b27-B27-015074;qr-b27-B27-015074;
B27-015075;Europa;Spanien;;Getränk;Kakao;Allium sativum;Knoblauch;Garlic;"Backen;Dessert";appetitanregend;süsslich;Basis für Mischungen;;illu-b27-B27-015075;qr-b27-B27-015075;
B27-015076;Asien;Iran;;Getränk;Kakao;Salvia rosmarinus;Rosmarin;Rosmarinus;"Currys;Mischung";beruhigend;blumig;DOP;;illu-b27-B27-015076;qr-b27-B27-015076;
B27-015077;Nordamerika;Jamaika;;Mineral;Würze;Capsicum chinense;Habanero;;"Backen;Dessert";schärfe;nussig;reguliert;;illu-b27-B27-015077;qr-b27-B27-015077;
B27-015078;Nordamerika;Guatemala;;Gewürz;Beerengewürz;Erythroxylum coca;Coca-Blatt;;"Suppen;Eintopf";schärfe;herb;hochwertig;;illu-b27-B27-015078;qr-b27-B27-015078;
B27-015079;Südamerika;Argentinien;;Schote;Orchidaceae;Ocimum basilicum;Basilikum;Basilico;"Backen;Dessert";beruhigend;harzig;historisch;;illu-b27-B27-015079;qr-b27-B27-015079;
B27-015080;Nordamerika;Kanada;;Salz;Steinsalz;Piper nigrum;Pfeffer;Tellicherry;"Backen;Dessert";mild;blumig;selten;;illu-b27-B27-015080;qr-b27-B27-015080;
B27-015081;Asien;Iran;;Tee;Oolong;Theobroma cacao;Kakao;Cocoa;"Parfum;Räuchern";wärmend;fruchtig;AOP;;illu-b27-B27-015081;qr-b27-B27-015081;
B27-015082;Afrika;Tansania;;Salz;Meersalz;Nigella sativa;Schwarzkümmel;Kalonji;"Tee;Getränk";verdauungsfördernd;rauchig;kultisch;;illu-b27-B27-015082;qr-b27-B27-015082;
B27-015083;Europa;Spanien;;Kräuter;Lamiaceae;Myristica fragrans;Muskatnuss;Muskat;"Sauce;Marinade";aromatisch;blumig;historisch;;illu-b27-B27-015083;qr-b27-B27-015083;
B27-015084;Afrika;Madagaskar;;Tee;Grüntee;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Backen;Dessert";mild;erdig;kultisch;;illu-b27-B27-015084;qr-b27-B27-015084;
B27-015085;Ozeanien;Fidschi;;Tee;Grüntee;Coffea arabica;Kaffee;Arabica;"Finish;Tafel";kühl;erdig;Basis für Mischungen;;illu-b27-B27-015085;qr-b27-B27-015085;
B27-015086;Südamerika;Brasilien;;Kräuter;Lamiaceae;Syzygium aromaticum;Nelke;Gewürznelke;"Medizin;Heilung";aromatisch;würzig;Basis für Mischungen;;illu-b27-B27-015086;qr-b27-B27-015086;
B27-015087;Ozeanien;Australien;;Tee;Schwarztee;Mentha x piperita;Pfefferminze;;"Parfum;Räuchern";mild;fruchtig;regional variabel;;illu-b27-B27-015087;qr-b27-B27-015087;
B27-015088;Afrika;Tansania;;Salz;Meersalz;Theobroma cacao;Kakao;Cocoa;"Parfum;Räuchern";anregend;nussig;fermentiert;;illu-b27-B27-015088;qr-b27-B27-015088;
B27-015089;Asien;Indien;;Tee;Oolong;Syzygium aromaticum;Nelke;Gewürznelke;"Tee;Getränk";edel;blumig;hochwertig;;illu-b27-B27-015089;qr-b27-B27-015089;
B27-015090;Ozeanien;Neuseeland;;Tee;Grüntee;Allium cepa;Zwiebel;Onion;"Würzen;Einlegen";mild;zitronig;Basis für Mischungen;;illu-b27-B27-015090;qr-b27-B27-015090;
B27-015091;Südamerika;Chile;;Frucht;Früchte;Boswellia sacra;Weihrauch;Olibanum;"Würzen;Einlegen";beruhigend;würzig;hochwertig;;illu-b27-B27-015091;qr-b27-B27-015091;
B27-015092;Afrika;Tansania;;Essenz;Aromatisch;Boswellia sacra;Weihrauch;Olibanum;"Würzen;Einlegen";verdauungsfördernd;herb;Basis für Mischungen;;illu-b27-B27-015092;qr-b27-B27-015092;
B27-015093;Asien;Vietnam;;Getränk;Tee;Commiphora myrrha;Myrrhe;;"Snack;Süssspeisen";wärmend;erdig;fermentiert;;illu-b27-B27-015093;qr-b27-B27-015093;
B27-015094;Ozeanien;Fidschi;;Salz;Steinsalz;Camellia sinensis;Tee;Grüntee;"Currys;Mischung";edel;fruchtig;kultisch;;illu-b27-B27-015094;qr-b27-B27-015094;
B27-015095;Ozeanien;Australien;;Öl;Pflanzenöl;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Parfum;Räuchern";beruhigend;nussig;reguliert;;illu-b27-B27-015095;qr-b27-B27-015095;
B27-015096;Nordamerika;Kuba;;Harz;Harz;Piper nigrum;Pfeffer;Tellicherry;"Medizin;Heilung";anregend;zitronig;fermentiert;;illu-b27-B27-015096;qr-b27-B27-015096;
B27-015097;Ozeanien;Neuseeland;;Essenz;Aromatisch;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Parfum;Räuchern";beruhigend;harzig;reguliert;;illu-b27-B27-015097;qr-b27-B27-015097;
B27-015098;Afrika;Südafrika;;Getränk;Kaffee;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Currys;Mischung";kühl;zitronig;hochwertig;;illu-b27-B27-015098;qr-b27-B27-015098;
B27-015099;Asien;Vietnam;;Tee;Oolong;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Parfum;Räuchern";aromatisch;süsslich;regional variabel;;illu-b27-B27-015099;qr-b27-B27-015099;
B27-015100;Südamerika;Peru;;Getränk;Kakao;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Würzen;Einlegen";kühl;nussig;regional variabel;;illu-b27-B27-015100;qr-b27-B27-015100;
B27-015101;Nordamerika;Guatemala;;Salz;Meersalz;Commiphora myrrha;Myrrhe;;"Finish;Tafel";mild;harzig;kultisch;;illu-b27-B27-015101;qr-b27-B27-015101;
B27-015102;Europa;Griechenland;;Mineral;Würze;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Snack;Süssspeisen";edel;erdig;Basis für Mischungen;;illu-b27-B27-015102;qr-b27-B27-015102;
B27-015103;Ozeanien;Papua-Neuguinea;;Harz;Harz;Zingiber officinale;Ingwer;Ginger;"Parfum;Räuchern";edel;erdig;kultisch;;illu-b27-B27-015103;qr-b27-B27-015103;
B27-015104;Ozeanien;Papua-Neuguinea;;Frucht;Früchte;Armoracia rusticana;Meerrettich;Kren;"Currys;Mischung";mild;herb;regional variabel;;illu-b27-B27-015104;qr-b27-B27-015104;
B27-015105;Asien;Kambodscha;;Mischung;Gewürzmischung;Coffea arabica;Kaffee;Arabica;"Fisch;Fleisch";edel;zitronig;AOP;;illu-b27-B27-015105;qr-b27-B27-015105;
B27-015106;Ozeanien;Fidschi;;Gewürz;Beerengewürz;Mentha x piperita;Pfefferminze;;"Parfum;Räuchern";verdauungsfördernd;herb;hochwertig;;illu-b27-B27-015106;qr-b27-B27-015106;
B27-015107;Ozeanien;Fidschi;;Schote;Orchidaceae;Allium sativum;Knoblauch;Garlic;"Backen;Dessert";mild;herb;fermentiert;;illu-b27-B27-015107;qr-b27-B27-015107;
B27-015108;Südamerika;Argentinien;;Salz;Meersalz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Würzen;Einlegen";kühl;zitronig;DOP;;illu-b27-B27-015108;qr-b27-B27-015108;
B27-015109;Ozeanien;Fidschi;;Frucht;Früchte;Allium cepa;Zwiebel;Onion;"Sauce;Marinade";kühl;süsslich;historisch;;illu-b27-B27-015109;qr-b27-B27-015109;
B27-015110;Südamerika;Bolivien;;Frucht;Früchte;Origanum vulgare;Oregano;;"Backen;Dessert";wärmend;nussig;historisch;;illu-b27-B27-015110;qr-b27-B27-015110;
B27-015111;Südamerika;Ecuador;;Blätter;Blätter;Allium sativum;Knoblauch;Garlic;"Finish;Tafel";verdauungsfördernd;nussig;historisch;;illu-b27-B27-015111;qr-b27-B27-015111;
B27-015112;Europa;Deutschland;;Tee;Schwarztee;Theobroma cacao;Kakao;Cocoa;"Backen;Dessert";anregend;harzig;hochwertig;;illu-b27-B27-015112;qr-b27-B27-015112;
B27-015113;Afrika;Ägypten;;Salz;Steinsalz;Thymus vulgaris;Thymian;Thym;Aromatherapie;wärmend;herb;regional variabel;;illu-b27-B27-015113;qr-b27-B27-015113;
B27-015114;Asien;Japan;;Getränk;Kaffee;Origanum vulgare;Oregano;;"Snack;Süssspeisen";schärfe;herb;reguliert;;illu-b27-B27-015114;qr-b27-B27-015114;
B27-015115;Europa;Italien;;Essenz;Aromatisch;Mentha x piperita;Pfefferminze;;Aromatherapie;beruhigend;holzartig;Basis für Mischungen;;illu-b27-B27-015115;qr-b27-B27-015115;
B27-015116;Ozeanien;Neuseeland;;Salz;Meersalz;Mentha spicata;Minze;Spearmint;"Tee;Getränk";edel;nussig;Basis für Mischungen;;illu-b27-B27-015116;qr-b27-B27-015116;
B27-015117;Ozeanien;Fidschi;;Tee;Schwarztee;Myristica fragrans;Muskatnuss;Muskat;"Finish;Tafel";mild;herb;regional variabel;;illu-b27-B27-015117;qr-b27-B27-015117;
B27-015118;Afrika;Äthiopien;;Öl;Pflanzenöl;Coffea arabica;Kaffee;Arabica;"Backen;Dessert";verdauungsfördernd;erdig;hochwertig;;illu-b27-B27-015118;qr-b27-B27-015118;
B27-015119;Ozeanien;Fidschi;;Gewürz;Beerengewürz;Allium cepa;Zwiebel;Onion;"Finish;Tafel";appetitanregend;holzartig;kultisch;;illu-b27-B27-015119;qr-b27-B27-015119;
B27-015120;Europa;Deutschland;;Tee;Oolong;Commiphora myrrha;Myrrhe;;"Fisch;Fleisch";beruhigend;würzig;kultisch;;illu-b27-B27-015120;qr-b27-B27-015120;
B27-015121;Südamerika;Bolivien;;Mineral;Würze;Theobroma cacao;Kakao;Cocoa;"Suppen;Eintopf";appetitanregend;süsslich;regional variabel;;illu-b27-B27-015121;qr-b27-B27-015121;
B27-015122;Nordamerika;Kanada;;Getränk;Kaffee;Mentha x piperita;Pfefferminze;;Aromatherapie;wärmend;herb;historisch;;illu-b27-B27-015122;qr-b27-B27-015122;
B27-015123;Ozeanien;Neuseeland;;Tee;Oolong;Syzygium aromaticum;Nelke;Gewürznelke;"Fisch;Fleisch";verdauungsfördernd;holzartig;fermentiert;;illu-b27-B27-015123;qr-b27-B27-015123;
B27-015124;Europa;Türkei;;Gewürz;Samen;Camellia sinensis;Tee;Grüntee;"Sauce;Marinade";kühl;zitronig;regional variabel;;illu-b27-B27-015124;qr-b27-B27-015124;
B27-015125;Nordamerika;Kuba;;Getränk;Kaffee;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Sauce;Marinade";mild;erdig;reguliert;;illu-b27-B27-015125;qr-b27-B27-015125;
B27-015126;Südamerika;Venezuela;;Getränk;Tee;Camellia sinensis;Tee;Grüntee;"Medizin;Heilung";wärmend;harzig;hochwertig;;illu-b27-B27-015126;qr-b27-B27-015126;
B27-015127;Europa;Spanien;;Blätter;Blätter;Camellia sinensis;Tee;Grüntee;"Suppen;Eintopf";edel;würzig;historisch;;illu-b27-B27-015127;qr-b27-B27-015127;
B27-015128;Nordamerika;Guatemala;;Gewürz;Beerengewürz;Ocimum basilicum;Basilikum;Basilico;"Currys;Mischung";verdauungsfördernd;blumig;kultisch;;illu-b27-B27-015128;qr-b27-B27-015128;
B27-015129;Nordamerika;USA;;Gewürz;Samen;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Finish;Tafel";beruhigend;erdig;regional variabel;;illu-b27-B27-015129;qr-b27-B27-015129;
B27-015130;Südamerika;Brasilien;;Getränk;Tee;Boswellia sacra;Weihrauch;Olibanum;"Backen;Dessert";verdauungsfördernd;herb;regional variabel;;illu-b27-B27-015130;qr-b27-B27-015130;
B27-015131;Südamerika;Bolivien;;Gewürz;Samen;Wasabia japonica;Wasabi;;"Finish;Tafel";mild;herb;selten;;illu-b27-B27-015131;qr-b27-B27-015131;
B27-015132;Nordamerika;Kuba;;Tee;Schwarztee;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Snack;Süssspeisen";edel;nussig;hochwertig;;illu-b27-B27-015132;qr-b27-B27-015132;
