ID;Kontinent;Land;Region;Gattung;Unterkategorie;Fachlicher_Name;Gebraeuchlicher_Name_DE;Synonyme;Nutzung_Stichworte;Wirkung_Stichworte;Merkmale_Kurz;Besonderes;Band_Kapitel_Referenz;Bild_Platzhalter;QR_Platzhalter;Quelle_URL_oder_Kuerzel
B27-025011;Europa;Deutschland;;Getränk;Kaffee;Crocus sativus;Safran;Saffran;"Suppen;Eintopf";anregend;erdig;regional variabel;;illu-b27-B27-025011;qr-b27-B27-025011;
B27-025012;Nordamerika;USA;;Tee;Schwarztee;Theobroma cacao;Kakao;Cocoa;Aromatherapie;kühl;nussig;DOP;;illu-b27-B27-025012;qr-b27-B27-025012;
B27-025013;Ozeanien;Neuseeland;;Essenz;Aromatisch;Foeniculum vulgare;Fenchel;Finocchio;"Snack;Süssspeisen";beruhigend;fruchtig;regional variabel;;illu-b27-B27-025013;qr-b27-B27-025013;
B27-025014;Asien;Indien;;Gewürz;Schoten;Nigella sativa;Schwarzkümmel;Kalonji;"Backen;Dessert";beruhigend;nussig;Basis für Mischungen;;illu-b27-B27-025014;qr-b27-B27-025014;
B27-025015;Nordamerika;Guatemala;;Getränk;Kaffee;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Suppen;Eintopf";schärfe;zitronig;hochwertig;;illu-b27-B27-025015;qr-b27-B27-025015;
B27-025016;Asien;Iran;;Tee;Schwarztee;Coriandrum sativum;Koriander;Koriandersamen;"Sauce;Marinade";beruhigend;würzig;kultisch;;illu-b27-B27-025016;qr-b27-B27-025016;
B27-025017;Asien;China;;Getränk;Tee;Salvia rosmarinus;Rosmarin;Rosmarinus;"Tee;Getränk";mild;süsslich;regional variabel;;illu-b27-B27-025017;qr-b27-B27-025017;
B27-025018;Afrika;Ägypten;;Getränk;Kaffee;Origanum vulgare;Oregano;;"Snack;Süssspeisen";mild;rauchig;reguliert;;illu-b27-B27-025018;qr-b27-B27-025018;
B27-025019;Asien;Iran;;Gewürz;Samen;Zingiber officinale;Ingwer;Ginger;"Suppen;Eintopf";verdauungsfördernd;blumig;regional variabel;;illu-b27-B27-025019;qr-b27-B27-025019;
B27-025020;Nordamerika;Kanada;;Gewürz;Beerengewürz;Camellia sinensis;Tee;Grüntee;"Finish;Tafel";mild;holzartig;fermentiert;;illu-b27-B27-025020;qr-b27-B27-025020;
B27-025021;Asien;China;;Salz;Meersalz;Camellia sinensis;Tee;Grüntee;"Suppen;Eintopf";kühl;erdig;fermentiert;;illu-b27-B27-025021;qr-b27-B27-025021;
B27-025022;Südamerika;Chile;;Samen;Samen;Commiphora myrrha;Myrrhe;;"Parfum;Räuchern";kühl;fruchtig;Basis für Mischungen;;illu-b27-B27-025022;qr-b27-B27-025022;
B27-025023;Asien;Kambodscha;;Heilpflanze;Präparat;Foeniculum vulgare;Fenchel;Finocchio;"Suppen;Eintopf";edel;harzig;kultisch;;illu-b27-B27-025023;qr-b27-B27-025023;
B27-025024;Afrika;Tansania;;Gewürz;Samen;Boswellia sacra;Weihrauch;Olibanum;"Finish;Tafel";beruhigend;zitronig;fermentiert;;illu-b27-B27-025024;qr-b27-B27-025024;
B27-025025;Afrika;Tansania;;Öl;Pflanzenöl;Capsicum annuum;Paprika;Chili;"Snack;Süssspeisen";aromatisch;herb;historisch;;illu-b27-B27-025025;qr-b27-B27-025025;
B27-025026;Asien;Nepal;;Essenz;Aromatisch;Vanilla planifolia;Vanille;Bourbon;"Medizin;Heilung";wärmend;blumig;hochwertig;;illu-b27-B27-025026;qr-b27-B27-025026;
B27-025027;Afrika;Südafrika;;Tee;Oolong;Ocimum basilicum;Basilikum;Basilico;Aromatherapie;anregend;holzartig;reguliert;;illu-b27-B27-025027;qr-b27-B27-025027;
B27-025028;Europa;Spanien;;Salz;Meersalz;Theobroma cacao;Kakao;Cocoa;"Würzen;Einlegen";edel;nussig;hochwertig;;illu-b27-B27-025028;qr-b27-B27-025028;
B27-025029;Europa;Frankreich;;Essenz;Aromatisch;Mentha spicata;Minze;Spearmint;"Finish;Tafel";mild;süsslich;kultisch;;illu-b27-B27-025029;qr-b27-B27-025029;
B27-025030;Asien;Kambodscha;;Tee;Schwarztee;Allium sativum;Knoblauch;Garlic;"Suppen;Eintopf";aromatisch;harzig;historisch;;illu-b27-B27-025030;qr-b27-B27-025030;
B27-025031;Asien;Indien;;Gewürz;Schoten;Thymus vulgaris;Thymian;Thym;"Parfum;Räuchern";appetitanregend;fruchtig;kultisch;;illu-b27-B27-025031;qr-b27-B27-025031;
B27-025032;Ozeanien;Australien;;Schote;Orchidaceae;Allium cepa;Zwiebel;Onion;Aromatherapie;verdauungsfördernd;zitronig;selten;;illu-b27-B27-025032;qr-b27-B27-025032;
B27-025033;Afrika;Madagaskar;;Gewürz;Beerengewürz;Allium sativum;Knoblauch;Garlic;"Fisch;Fleisch";anregend;holzartig;historisch;;illu-b27-B27-025033;qr-b27-B27-025033;
B27-025034;Afrika;Ägypten;;Frucht;Früchte;Capsicum annuum;Paprika;Chili;Aromatherapie;edel;holzartig;AOP;;illu-b27-B27-025034;qr-b27-B27-025034;
B27-025035;Europa;Türkei;;Essenz;Aromatisch;Erythroxylum coca;Coca-Blatt;;"Parfum;Räuchern";aromatisch;fruchtig;selten;;illu-b27-B27-025035;qr-b27-B27-025035;
B27-025036;Europa;Schweiz;;Tee;Schwarztee;Allium sativum;Knoblauch;Garlic;Aromatherapie;beruhigend;herb;DOP;;illu-b27-B27-025036;qr-b27-B27-025036;
B27-025037;Südamerika;Peru;;Getränk;Kakao;Mentha spicata;Minze;Spearmint;"Fisch;Fleisch";edel;fruchtig;DOP;;illu-b27-B27-025037;qr-b27-B27-025037;
B27-025038;Afrika;Marokko;;Kräuter;Lamiaceae;Curcuma longa;Kurkuma;Gelbwurz;"Suppen;Eintopf";wärmend;herb;selten;;illu-b27-B27-025038;qr-b27-B27-025038;
B27-025039;Südamerika;Chile;;Salz;Meersalz;Boswellia sacra;Weihrauch;Olibanum;"Fisch;Fleisch";beruhigend;fruchtig;AOP;;illu-b27-B27-025039;qr-b27-B27-025039;
B27-025040;Nordamerika;USA;;Samen;Samen;Salvia rosmarinus;Rosmarin;Rosmarinus;"Fisch;Fleisch";aromatisch;herb;historisch;;illu-b27-B27-025040;qr-b27-B27-025040;
B27-025041;Europa;Italien;;Tee;Oolong;Theobroma cacao;Kakao;Cocoa;"Würzen;Einlegen";edel;herb;Basis für Mischungen;;illu-b27-B27-025041;qr-b27-B27-025041;
B27-025042;Afrika;Äthiopien;;Getränk;Kaffee;Allium cepa;Zwiebel;Onion;"Finish;Tafel";beruhigend;harzig;kultisch;;illu-b27-B27-025042;qr-b27-B27-025042;
B27-025043;Nordamerika;USA;;Gewürz;Samen;Capsicum annuum;Paprika;Chili;"Snack;Süssspeisen";mild;zitronig;fermentiert;;illu-b27-B27-025043;qr-b27-B27-025043;
B27-025044;Europa;Österreich;;Heilpflanze;Präparat;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Fisch;Fleisch";anregend;blumig;hochwertig;;illu-b27-B27-025044;qr-b27-B27-025044;
B27-025045;Afrika;Marokko;;Frucht;Früchte;Armoracia rusticana;Meerrettich;Kren;"Parfum;Räuchern";mild;harzig;regional variabel;;illu-b27-B27-025045;qr-b27-B27-025045;
B27-025046;Nordamerika;Mexiko;;Öl;Pflanzenöl;Armoracia rusticana;Meerrettich;Kren;"Sauce;Marinade";kühl;süsslich;regional variabel;;illu-b27-B27-025046;qr-b27-B27-025046;
B27-025047;Ozeanien;Australien;;Frucht;Früchte;Coriandrum sativum;Koriander;Koriandersamen;"Sauce;Marinade";edel;harzig;Basis für Mischungen;;illu-b27-B27-025047;qr-b27-B27-025047;
B27-025048;Afrika;Ägypten;;Getränk;Kaffee;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Suppen;Eintopf";verdauungsfördernd;erdig;Basis für Mischungen;;illu-b27-B27-025048;qr-b27-B27-025048;
B27-025049;Afrika;Südafrika;;Samen;Samen;Salvia rosmarinus;Rosmarin;Rosmarinus;"Tee;Getränk";wärmend;nussig;hochwertig;;illu-b27-B27-025049;qr-b27-B27-025049;
B27-025050;Asien;Indonesien;;Mischung;Gewürzmischung;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Würzen;Einlegen";mild;holzartig;DOP;;illu-b27-B27-025050;qr-b27-B27-025050;
B27-025051;Europa;Österreich;;Gewürz;Schoten;Zingiber officinale;Ingwer;Ginger;"Backen;Dessert";verdauungsfördernd;erdig;hochwertig;;illu-b27-B27-025051;qr-b27-B27-025051;
B27-025052;Asien;Sri Lanka;;Blätter;Blätter;Allium sativum;Knoblauch;Garlic;"Parfum;Räuchern";edel;nussig;kultisch;;illu-b27-B27-025052;qr-b27-B27-025052;
B27-025053;Südamerika;Venezuela;;Blätter;Blätter;Curcuma longa;Kurkuma;Gelbwurz;"Sauce;Marinade";beruhigend;erdig;Basis für Mischungen;;illu-b27-B27-025053;qr-b27-B27-025053;
B27-025054;Afrika;Kenia;;Essenz;Aromatisch;Zingiber officinale;Ingwer;Ginger;"Backen;Dessert";beruhigend;erdig;DOP;;illu-b27-B27-025054;qr-b27-B27-025054;
B27-025055;Südamerika;Kolumbien;;Kräuter;Lamiaceae;Allium cepa;Zwiebel;Onion;"Tee;Getränk";aromatisch;holzartig;fermentiert;;illu-b27-B27-025055;qr-b27-B27-025055;
B27-025056;Asien;Kambodscha;;Mineral;Würze;Elettaria cardamomum;Kardamom;Grüner Kardamom;"Sauce;Marinade";wärmend;erdig;regional variabel;;illu-b27-B27-025056;qr-b27-B27-025056;
B27-025057;Nordamerika;Guatemala;;Samen;Samen;Foeniculum vulgare;Fenchel;Finocchio;"Medizin;Heilung";verdauungsfördernd;nussig;fermentiert;;illu-b27-B27-025057;qr-b27-B27-025057;
B27-025058;Afrika;Südafrika;;Tee;Schwarztee;Erythroxylum coca;Coca-Blatt;;"Parfum;Räuchern";schärfe;fruchtig;historisch;;illu-b27-B27-025058;qr-b27-B27-025058;
B27-025059;Afrika;Äthiopien;;Blätter;Blätter;Camellia sinensis;Tee;Grüntee;"Parfum;Räuchern";verdauungsfördernd;zitronig;AOP;;illu-b27-B27-025059;qr-b27-B27-025059;
B27-025060;Nordamerika;USA;;Tee;Oolong;Salvia rosmarinus;Rosmarin;Rosmarinus;"Suppen;Eintopf";edel;holzartig;fermentiert;;illu-b27-B27-025060;qr-b27-B27-025060;
B27-025061;Ozeanien;Papua-Neuguinea;;Gewürz;Beerengewürz;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Snack;Süssspeisen";schärfe;harzig;selten;;illu-b27-B27-025061;qr-b27-B27-025061;
B27-025062;Asien;China;;Mineral;Würze;Armoracia rusticana;Meerrettich;Kren;"Medizin;Heilung";beruhigend;harzig;selten;;illu-b27-B27-025062;qr-b27-B27-025062;
B27-025063;Ozeanien;Australien;;Mineral;Würze;Thymus vulgaris;Thymian;Thym;"Parfum;Räuchern";wärmend;süsslich;hochwertig;;illu-b27-B27-025063;qr-b27-B27-025063;
B27-025064;Afrika;Marokko;;Schote;Orchidaceae;Myristica fragrans;Muskatnuss;Muskat;Aromatherapie;appetitanregend;herb;Basis für Mischungen;;illu-b27-B27-025064;qr-b27-B27-025064;
B27-025065;Asien;Indonesien;;Mischung;Gewürzmischung;Vanilla planifolia;Vanille;Bourbon;Aromatherapie;wärmend;holzartig;regional variabel;;illu-b27-B27-025065;qr-b27-B27-025065;
B27-025066;Europa;Portugal;;Blätter;Blätter;Erythroxylum coca;Coca-Blatt;;"Würzen;Einlegen";kühl;harzig;DOP;;illu-b27-B27-025066;qr-b27-B27-025066;
B27-025067;Afrika;Nigeria;;Essenz;Aromatisch;Boswellia sacra;Weihrauch;Olibanum;"Currys;Mischung";mild;süsslich;reguliert;;illu-b27-B27-025067;qr-b27-B27-025067;
B27-025068;Europa;Deutschland;;Öl;Pflanzenöl;Mentha x piperita;Pfefferminze;;"Currys;Mischung";kühl;süsslich;kultisch;;illu-b27-B27-025068;qr-b27-B27-025068;
B27-025069;Asien;Iran;;Tee;Oolong;Capsicum annuum;Paprika;Chili;"Parfum;Räuchern";kühl;nussig;regional variabel;;illu-b27-B27-025069;qr-b27-B27-025069;
B27-025070;Nordamerika;Kuba;;Tee;Oolong;Salvia rosmarinus;Rosmarin;Rosmarinus;"Tee;Getränk";schärfe;zitronig;hochwertig;;illu-b27-B27-025070;qr-b27-B27-025070;
B27-025071;Afrika;Ägypten;;Salz;Meersalz;Camellia sinensis;Tee;Grüntee;"Fisch;Fleisch";schärfe;fruchtig;fermentiert;;illu-b27-B27-025071;qr-b27-B27-025071;
B27-025072;Ozeanien;Fidschi;;Tee;Grüntee;Foeniculum vulgare;Fenchel;Finocchio;"Snack;Süssspeisen";wärmend;blumig;kultisch;;illu-b27-B27-025072;qr-b27-B27-025072;
B27-025073;Südamerika;Venezuela;;Frucht;Früchte;Piper nigrum;Pfeffer;Tellicherry;"Suppen;Eintopf";mild;süsslich;historisch;;illu-b27-B27-025073;qr-b27-B27-025073;
B27-025074;Nordamerika;Mexiko;;Samen;Samen;Salvia rosmarinus;Rosmarin;Rosmarinus;Aromatherapie;edel;süsslich;kultisch;;illu-b27-B27-025074;qr-b27-B27-025074;
B27-025075;Südamerika;Peru;;Heilpflanze;Präparat;Myristica fragrans;Muskatnuss;Muskat;"Medizin;Heilung";verdauungsfördernd;herb;historisch;;illu-b27-B27-025075;qr-b27-B27-025075;
B27-025076;Europa;Schweiz;;Blätter;Blätter;Boswellia sacra;Weihrauch;Olibanum;"Parfum;Räuchern";wärmend;würzig;hochwertig;;illu-b27-B27-025076;qr-b27-B27-025076;
B27-025077;Nordamerika;Kuba;;Gewürz;Beerengewürz;Myristica fragrans;Muskatnuss;Muskat;"Suppen;Eintopf";beruhigend;nussig;fermentiert;;illu-b27-B27-025077;qr-b27-B27-025077;
B27-025078;Afrika;Ägypten;;Wurzel;Rhizome;Wasabia japonica;Wasabi;;"Snack;Süssspeisen";anregend;nussig;DOP;;illu-b27-B27-025078;qr-b27-B27-025078;
B27-025079;Südamerika;Argentinien;;Gewürz;Beerengewürz;Nigella sativa;Schwarzkümmel;Kalonji;"Tee;Getränk";appetitanregend;blumig;regional variabel;;illu-b27-B27-025079;qr-b27-B27-025079;
B27-025080;Nordamerika;Jamaika;;Tee;Grüntee;Zingiber officinale;Ingwer;Ginger;Aromatherapie;appetitanregend;süsslich;selten;;illu-b27-B27-025080;qr-b27-B27-025080;
B27-025081;Europa;Österreich;;Kräuter;Lamiaceae;Coriandrum sativum;Koriander;Koriandersamen;Aromatherapie;appetitanregend;süsslich;kultisch;;illu-b27-B27-025081;qr-b27-B27-025081;
B27-025082;Asien;Vietnam;;Heilpflanze;Präparat;Thymus vulgaris;Thymian;Thym;"Snack;Süssspeisen";mild;süsslich;kultisch;;illu-b27-B27-025082;qr-b27-B27-025082;
B27-025083;Asien;Sri Lanka;;Gewürz;Samen;Commiphora myrrha;Myrrhe;;"Medizin;Heilung";wärmend;holzartig;hochwertig;;illu-b27-B27-025083;qr-b27-B27-025083;
B27-025084;Afrika;Tansania;;Essenz;Aromatisch;Coffea arabica;Kaffee;Arabica;"Medizin;Heilung";wärmend;rauchig;reguliert;;illu-b27-B27-025084;qr-b27-B27-025084;
B27-025085;Afrika;Südafrika;;Schote;Orchidaceae;Foeniculum vulgare;Fenchel;Finocchio;Aromatherapie;verdauungsfördernd;süsslich;DOP;;illu-b27-B27-025085;qr-b27-B27-025085;
B27-025086;Ozeanien;Papua-Neuguinea;;Heilpflanze;Präparat;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Würzen;Einlegen";edel;herb;DOP;;illu-b27-B27-025086;qr-b27-B27-025086;
B27-025087;Asien;Japan;;Salz;Meersalz;Capsicum chinense;Habanero;;"Tee;Getränk";wärmend;blumig;AOP;;illu-b27-B27-025087;qr-b27-B27-025087;
B27-025088;Asien;Thailand;;Blätter;Blätter;Myristica fragrans;Muskatnuss;Muskat;"Currys;Mischung";edel;rauchig;selten;;illu-b27-B27-025088;qr-b27-B27-025088;
B27-025089;Asien;Thailand;;Salz;Steinsalz;Wasabia japonica;Wasabi;;"Finish;Tafel";schärfe;fruchtig;kultisch;;illu-b27-B27-025089;qr-b27-B27-025089;
B27-025090;Europa;Italien;;Öl;Pflanzenöl;Coffea arabica;Kaffee;Arabica;"Fisch;Fleisch";aromatisch;blumig;fermentiert;;illu-b27-B27-025090;qr-b27-B27-025090;
B27-025091;Asien;Kambodscha;;Getränk;Kaffee;Capsicum chinense;Habanero;;"Fisch;Fleisch";beruhigend;würzig;kultisch;;illu-b27-B27-025091;qr-b27-B27-025091;
B27-025092;Afrika;Äthiopien;;Salz;Meersalz;Capsicum chinense;Habanero;;"Suppen;Eintopf";wärmend;herb;hochwertig;;illu-b27-B27-025092;qr-b27-B27-025092;
B27-025093;Südamerika;Chile;;Gewürz;Beerengewürz;Commiphora myrrha;Myrrhe;;"Würzen;Einlegen";schärfe;nussig;kultisch;;illu-b27-B27-025093;qr-b27-B27-025093;
B27-025094;Nordamerika;Kanada;;Samen;Samen;Syzygium aromaticum;Nelke;Gewürznelke;"Suppen;Eintopf";anregend;harzig;reguliert;;illu-b27-B27-025094;qr-b27-B27-025094;
B27-025095;Ozeanien;Neuseeland;;Tee;Grüntee;Boswellia sacra;Weihrauch;Olibanum;"Suppen;Eintopf";schärfe;harzig;reguliert;;illu-b27-B27-025095;qr-b27-B27-025095;
B27-025096;Afrika;Ägypten;;Harz;Harz;Syzygium aromaticum;Nelke;Gewürznelke;"Finish;Tafel";appetitanregend;harzig;historisch;;illu-b27-B27-025096;qr-b27-B27-025096;
B27-025097;Ozeanien;Australien;;Kräuter;Lamiaceae;Syzygium aromaticum;Nelke;Gewürznelke;"Tee;Getränk";schärfe;nussig;selten;;illu-b27-B27-025097;qr-b27-B27-025097;
B27-025098;Ozeanien;Australien;;Salz;Meersalz;Armoracia rusticana;Meerrettich;Kren;"Finish;Tafel";kühl;harzig;regional variabel;;illu-b27-B27-025098;qr-b27-B27-025098;
B27-025099;Asien;Nepal;;Mineral;Würze;Capsicum chinense;Habanero;;"Tee;Getränk";schärfe;süsslich;Basis für Mischungen;;illu-b27-B27-025099;qr-b27-B27-025099;
B27-025100;Asien;Sri Lanka;;Getränk;Tee;Erythroxylum coca;Coca-Blatt;;Aromatherapie;beruhigend;rauchig;historisch;;illu-b27-B27-025100;qr-b27-B27-025100;
B27-025101;Ozeanien;Neuseeland;;Schote;Orchidaceae;Erythroxylum coca;Coca-Blatt;;"Currys;Mischung";verdauungsfördernd;zitronig;regional variabel;;illu-b27-B27-025101;qr-b27-B27-025101;
B27-025102;Europa;Türkei;;Harz;Harz;Mentha x piperita;Pfefferminze;;"Parfum;Räuchern";anregend;rauchig;kultisch;;illu-b27-B27-025102;qr-b27-B27-025102;
B27-025103;Ozeanien;Papua-Neuguinea;;Tee;Schwarztee;Boswellia sacra;Weihrauch;Olibanum;"Fisch;Fleisch";kühl;rauchig;DOP;;illu-b27-B27-025103;qr-b27-B27-025103;
B27-025104;Europa;Spanien;;Frucht;Früchte;Zingiber officinale;Ingwer;Ginger;"Fisch;Fleisch";edel;erdig;Basis für Mischungen;;illu-b27-B27-025104;qr-b27-B27-025104;
B27-025105;Südamerika;Kolumbien;;Blätter;Blätter;Capsicum chinense;Habanero;;"Medizin;Heilung";verdauungsfördernd;blumig;historisch;;illu-b27-B27-025105;qr-b27-B27-025105;
B27-025106;Südamerika;Peru;;Mineral;Würze;Coriandrum sativum;Koriander;Koriandersamen;"Currys;Mischung";mild;zitronig;selten;;illu-b27-B27-025106;qr-b27-B27-025106;
B27-025107;Südamerika;Argentinien;;Wurzel;Rhizome;Camellia sinensis;Tee;Grüntee;Aromatherapie;beruhigend;würzig;regional variabel;;illu-b27-B27-025107;qr-b27-B27-025107;
B27-025108;Asien;Indonesien;;Wurzel;Rhizome;Commiphora myrrha;Myrrhe;;"Parfum;Räuchern";edel;blumig;AOP;;illu-b27-B27-025108;qr-b27-B27-025108;
B27-025109;Asien;Sri Lanka;;Gewürz;Beerengewürz;Mentha x piperita;Pfefferminze;;"Snack;Süssspeisen";schärfe;würzig;AOP;;illu-b27-B27-025109;qr-b27-B27-025109;
B27-025110;Europa;Italien;;Samen;Samen;Vanilla planifolia;Vanille;Bourbon;"Backen;Dessert";mild;würzig;reguliert;;illu-b27-B27-025110;qr-b27-B27-025110;
B27-025111;Europa;Griechenland;;Samen;Samen;Curcuma longa;Kurkuma;Gelbwurz;"Tee;Getränk";verdauungsfördernd;rauchig;Basis für Mischungen;;illu-b27-B27-025111;qr-b27-B27-025111;
B27-025112;Nordamerika;Kuba;;Kräuter;Lamiaceae;Allium cepa;Zwiebel;Onion;"Snack;Süssspeisen";verdauungsfördernd;blumig;AOP;;illu-b27-B27-025112;qr-b27-B27-025112;
B27-025113;Europa;Deutschland;;Schote;Orchidaceae;Cinnamomum cassia;Zimt (Cassia);Chinesischer Zimt;"Fisch;Fleisch";verdauungsfördernd;holzartig;regional variabel;;illu-b27-B27-025113;qr-b27-B27-025113;
B27-025114;Europa;Portugal;;Tee;Oolong;Theobroma cacao;Kakao;Cocoa;"Fisch;Fleisch";wärmend;herb;hochwertig;;illu-b27-B27-025114;qr-b27-B27-025114;
B27-025115;Ozeanien;Papua-Neuguinea;;Getränk;Tee;Cinnamomum verum;Zimt (Ceylon);Kaneel;"Snack;Süssspeisen";appetitanregend;blumig;selten;;illu-b27-B27-025115;qr-b27-B27-025115;
B27-025116;Afrika;Ägypten;;Salz;Meersalz;Capsicum chinense;Habanero;;"Parfum;Räuchern";edel;holzartig;reguliert;;illu-b27-B27-025116;qr-b27-B27-025116;
B27-025117;Afrika;Äthiopien;;Wurzel;Rhizome;Erythroxylum coca;Coca-Blatt;;"Würzen;Einlegen";beruhigend;würzig;kultisch;;illu-b27-B27-025117;qr-b27-B27-025117;
B27-025118;Asien;Kambodscha;;Tee;Schwarztee;Erythroxylum coca;Coca-Blatt;;Aromatherapie;beruhigend;fruchtig;AOP;;illu-b27-B27-025118;qr-b27-B27-025118;
B27-025119;Nordamerika;Mexiko;;Getränk;Tee;Coffea arabica;Kaffee;Arabica;"Parfum;Räuchern";aromatisch;harzig;hochwertig;;illu-b27-B27-025119;qr-b27-B27-025119;
B27-025120;Südamerika;Bolivien;;Getränk;Kaffee;Curcuma longa;Kurkuma;Gelbwurz;"Tee;Getränk";beruhigend;fruchtig;kultisch;;illu-b27-B27-025120;qr-b27-B27-025120;
B27-025121;Asien;Japan;;Salz;Steinsalz;Camellia sinensis;Tee;Grüntee;"Tee;Getränk";schärfe;blumig;historisch;;illu-b27-B27-025121;qr-b27-B27-025121;
B27-025122;Asien;Sri Lanka;;Blätter;Blätter;Curcuma longa;Kurkuma;Gelbwurz;"Medizin;Heilung";wärmend;harzig;historisch;;illu-b27-B27-025122;qr-b27-B27-025122;
B27-025123;Südamerika;Argentinien;;Tee;Oolong;Salvia rosmarinus;Rosmarin;Rosmarinus;"Parfum;Räuchern";verdauungsfördernd;süsslich;historisch;;illu-b27-B27-025123;qr-b27-B27-025123;
B27-025124;Europa;Italien;;Essenz;Aromatisch;Thymus vulgaris;Thymian;Thym;"Tee;Getränk";schärfe;fruchtig;hochwertig;;illu-b27-B27-025124;qr-b27-B27-025124;
B27-025125;Asien;Kambodscha;;Getränk;Kakao;Vanilla planifolia;Vanille;Bourbon;"Currys;Mischung";aromatisch;süsslich;AOP;;illu-b27-B27-025125;qr-b27-B27-025125;
B27-025126;Europa;Ungarn;;Wurzel;Rhizome;Allium cepa;Zwiebel;Onion;"Currys;Mischung";aromatisch;süsslich;DOP;;illu-b27-B27-025126;qr-b27-B27-025126;
B27-025127;Afrika;Äthiopien;;Heilpflanze;Präparat;Thymus vulgaris;Thymian;Thym;"Snack;Süssspeisen";aromatisch;holzartig;reguliert;;illu-b27-B27-025127;qr-b27-B27-025127;
B27-025128;Afrika;Tansania;;Kräuter;Lamiaceae;Foeniculum vulgare;Fenchel;Finocchio;"Currys;Mischung";wärmend;rauchig;historisch;;illu-b27-B27-025128;qr-b27-B27-025128;
B27-025129;Südamerika;Chile;;Getränk;Tee;Armoracia rusticana;Meerrettich;Kren;Aromatherapie;verdauungsfördernd;zitronig;AOP;;illu-b27-B27-025129;qr-b27-B27-025129;
B27-025130;Südamerika;Peru;;Salz;Steinsalz;Allium cepa;Zwiebel;Onion;"Currys;Mischung";anregend;holzartig;historisch;;illu-b27-B27-025130;qr-b27-B27-025130;
B27-025131;Südamerika;Peru;;Kräuter;Lamiaceae;Boswellia sacra;Weihrauch;Olibanum;"Sauce;Marinade";beruhigend;süsslich;Basis für Mischungen;;illu-b27-B27-025131;qr-b27-B27-025131;
B27-025132;Nordamerika;Mexiko;;Salz;Meersalz;Foeniculum vulgare;Fenchel;Finocchio;"Currys;Mischung";schärfe;zitronig;fermentiert;;illu-b27-B27-025132;qr-b27-B27-025132;
B27-025133;Nordamerika;Jamaika;;Kräuter;Lamiaceae;Wasabia japonica;Wasabi;;"Würzen;Einlegen";kühl;rauchig;Basis für Mischungen;;illu-b27-B27-025133;qr-b27-B27-025133;
B27-025134;Asien;Japan;;Gewürz;Schoten;Camellia sinensis;Tee;Grüntee;"Backen;Dessert";mild;herb;AOP;;illu-b27-B27-025134;qr-b27-B27-025134;
